gidx,gap,origin,mergeCount
145,4,copy,0
146,12,copy,0
147,8,copy,0
148,4,copy,0
149,8,copy,0
150,10,copy,0
151,8,copy,0
152,4,copy,0
153,6,merge,1
154,6,copy,0
155,8,copy,0
156,6,copy,0
157,4,copy,0
158,6,copy,0
159,6,copy,0
160,8,merge,1
161,6,copy,0
162,12,copy,0
163,4,copy,0
164,6,copy,0
165,2,copy,0
166,10,copy,0
167,2,copy,0
168,6,copy,0
169,10,copy,0
170,2,copy,0
171,10,copy,0
172,2,copy,0
173,6,copy,0
174,4,copy,0
175,14,merge,1
176,4,copy,0
177,2,copy,0
178,4,copy,0
179,6,copy,0
180,6,copy,0
181,8,copy,0
182,6,copy,0
183,6,copy,0
184,18,copy,0
185,4,copy,0
186,2,copy,0
187,10,copy,0
188,8,copy,0
189,10,copy,0
190,6,copy,0
191,2,copy,0
192,4,copy,0
193,8,copy,0
194,12,copy,0
195,4,copy,0
196,6,merge,1
197,6,copy,0
198,2,copy,0
199,6,copy,0
200,10,copy,0
201,2,copy,0
202,10,copy,0
203,12,copy,0
204,6,copy,0
205,2,copy,0
206,4,copy,0
207,6,copy,0
208,2,copy,0
209,6,copy,0
210,4,copy,0
211,2,copy,0
212,4,copy,0
213,12,copy,0
214,2,copy,0
215,6,copy,0
216,6,copy,0
217,28,merge,1
218,2,copy,0
219,4,copy,0
220,2,copy,0
221,4,copy,0
222,8,copy,0
223,18,copy,0
224,10,merge,1
225,14,copy,0
226,4,copy,0
227,2,copy,0
228,4,copy,0
229,6,copy,0
230,8,copy,0
231,4,copy,0
232,2,copy,0
233,4,copy,0
234,2,copy,0
235,12,copy,0
236,10,copy,0
237,2,copy,0
238,4,copy,0
239,2,copy,0
240,4,copy,0
241,6,copy,0
242,12,copy,0
243,6,copy,0
244,6,copy,0
245,8,copy,0
246,6,copy,0
247,6,merge,1
248,6,copy,0
249,4,copy,0
250,6,copy,0
251,8,copy,0
252,4,copy,0
253,8,copy,0
254,4,copy,0
255,8,copy,0
256,6,copy,0
257,4,copy,0
258,6,copy,0
259,2,copy,0
260,4,copy,0
261,6,copy,0
262,2,copy,0
263,6,copy,0
264,10,merge,1
265,6,copy,0
266,14,copy,0
267,6,copy,0
268,4,copy,0
269,2,copy,0
270,12,merge,1
271,12,copy,0
272,4,copy,0
273,2,copy,0
274,10,copy,0
275,2,copy,0
276,10,copy,0
277,2,copy,0
278,10,copy,0
279,6,copy,0
280,2,copy,0
281,6,copy,0
282,6,copy,0
283,6,copy,0
284,4,copy,0
285,6,copy,0
286,8,copy,0
287,6,copy,0
288,4,copy,0
289,2,copy,0
290,12,copy,0
291,10,copy,0
292,12,merge,1
293,6,copy,0
294,2,copy,0
295,16,copy,0
296,2,copy,0
297,12,copy,0
298,6,copy,0
299,4,copy,0
300,2,copy,0
301,4,copy,0
302,2,copy,0
303,10,copy,0
304,2,copy,0
305,10,copy,0
306,6,copy,0
307,6,merge,1
308,14,copy,0
309,4,copy,0
310,2,copy,0
311,10,copy,0
312,6,copy,0
313,2,copy,0
314,10,copy,0
315,12,copy,0
316,6,copy,0
317,8,copy,0
318,6,copy,0
319,4,copy,0
320,2,copy,0
321,4,copy,0
322,8,copy,0
323,6,copy,0
324,4,copy,0
325,6,copy,0
326,2,copy,0
327,10,copy,0
328,14,merge,1
329,6,copy,0
330,4,copy,0
331,6,copy,0
332,8,copy,0
333,4,copy,0
334,2,copy,0
335,4,copy,0
336,2,copy,0
337,10,copy,0
338,12,copy,0
339,2,copy,0
340,4,copy,0
341,12,copy,0
342,2,copy,0
343,6,copy,0
344,4,copy,0
345,2,copy,0
346,10,copy,0
347,8,copy,0
348,12,copy,0
349,6,copy,0
350,4,copy,0
351,18,copy,0
352,2,copy,0
353,4,copy,0
354,2,copy,0
355,4,copy,0
356,8,copy,0
357,16,merge,1
358,2,copy,0
359,4,copy,0
360,8,copy,0
361,6,copy,0
362,6,copy,0
363,4,copy,0
364,2,copy,0
365,4,copy,0
366,6,copy,0
367,2,copy,0
368,6,copy,0
369,4,copy,0
370,2,copy,0
371,4,copy,0
372,12,copy,0
373,2,copy,0
374,22,merge,1
375,6,copy,0
376,2,copy,0
377,6,copy,0
378,4,copy,0
379,6,copy,0
380,14,merge,1
381,6,copy,0
382,4,copy,0
383,2,copy,0
384,6,copy,0
385,4,copy,0
386,6,copy,0
387,8,copy,0
388,4,copy,0
389,6,copy,0
390,2,copy,0
391,4,copy,0
392,14,copy,0
393,4,copy,0
394,6,copy,0
395,2,copy,0
396,10,copy,0
397,8,merge,1
398,6,copy,0
399,4,copy,0
400,2,copy,0
401,12,copy,0
402,10,copy,0
403,2,copy,0
404,18,merge,1
405,10,copy,0
406,6,copy,0
407,2,copy,0
408,4,copy,0
409,6,copy,0
410,2,copy,0
411,6,copy,0
412,16,copy,0
413,6,copy,0
414,2,copy,0
415,10,copy,0
416,2,copy,0
417,16,merge,1
418,8,copy,0
419,4,copy,0
420,2,copy,0
421,4,copy,0
422,6,copy,0
423,14,copy,0
424,10,copy,0
425,2,copy,0
426,4,copy,0
427,8,copy,0
428,6,copy,0
429,6,copy,0
430,4,copy,0
431,2,copy,0
432,4,copy,0
433,6,copy,0
434,2,copy,0
435,6,copy,0
436,4,copy,0
437,2,copy,0
438,6,copy,0
439,10,copy,0
440,2,copy,0
441,10,copy,0
442,6,copy,0
443,2,copy,0
444,4,copy,0
445,6,copy,0
446,8,copy,0
447,6,copy,0
448,4,copy,0
449,12,copy,0
450,2,copy,0
451,6,copy,0
452,4,copy,0
453,2,copy,0
454,6,copy,0
455,4,copy,0
456,6,copy,0
457,14,copy,0
458,4,copy,0
459,6,copy,0
460,8,copy,0
461,6,copy,0
462,4,copy,0
463,6,copy,0
464,12,copy,0
465,2,copy,0
466,6,copy,0
467,10,copy,0
468,6,copy,0
469,6,copy,0
470,2,copy,0
471,6,copy,0
472,6,merge,1
473,4,copy,0
474,2,copy,0
475,10,copy,0
476,14,copy,0
477,4,copy,0
478,6,copy,0
479,6,copy,0
480,2,copy,0
481,16,copy,0
482,6,copy,0
483,6,copy,0
484,2,copy,0
485,6,copy,0
486,4,copy,0
487,8,merge,1
488,4,copy,0
489,14,copy,0
490,4,copy,0
491,8,copy,0
492,4,copy,0
493,8,copy,0
494,6,copy,0
495,4,copy,0
496,8,copy,0
497,4,copy,0
498,6,copy,0
499,14,copy,0
500,6,copy,0
501,10,copy,0
502,2,copy,0
503,6,copy,0
504,4,copy,0
505,6,copy,0
506,2,copy,0
507,10,copy,0
508,12,merge,1
509,2,copy,0
510,4,copy,0
511,2,copy,0
512,12,copy,0
513,6,copy,0
514,4,copy,0
515,2,copy,0
516,10,merge,1
517,6,copy,0
518,8,copy,0
519,4,copy,0
520,8,copy,0
521,4,copy,0
522,6,copy,0
523,12,copy,0
524,2,copy,0
525,4,copy,0
526,2,copy,0
527,12,copy,0
528,6,copy,0
529,16,copy,0
530,6,copy,0
531,2,copy,0
532,6,copy,0
533,6,copy,0
534,4,copy,0
535,2,copy,0
536,4,copy,0
537,6,copy,0
538,2,copy,0
539,6,copy,0
540,6,copy,0
541,4,copy,0
542,12,copy,0
543,2,copy,0
544,10,copy,0
545,2,copy,0
546,6,copy,0
547,10,copy,0
548,2,copy,0
549,6,copy,0
550,6,copy,0
551,4,copy,0
552,6,copy,0
553,18,merge,1
554,2,copy,0
555,16,copy,0
556,8,copy,0
557,4,copy,0
558,2,copy,0
559,4,copy,0
560,2,copy,0
561,12,merge,1
562,10,copy,0
563,8,copy,0
564,4,copy,0
565,8,copy,0
566,6,copy,0
567,10,copy,0
568,2,copy,0
569,4,copy,0
570,6,copy,0
571,2,copy,0
572,6,copy,0
573,4,copy,0
574,6,copy,0
575,2,copy,0
576,10,copy,0
577,2,copy,0
578,10,copy,0
579,2,copy,0
580,6,copy,0
581,4,copy,0
582,6,copy,0
583,8,copy,0
584,6,merge,1
585,4,copy,0
586,6,copy,0
587,8,copy,0
588,6,copy,0
589,6,copy,0
590,6,copy,0
591,10,copy,0
592,12,copy,0
593,2,copy,0
594,4,copy,0
595,6,copy,0
596,8,copy,0
597,6,copy,0
598,4,copy,0
599,8,copy,0
600,4,copy,0
601,6,copy,0
602,2,copy,0
603,6,copy,0
604,6,copy,0
605,4,copy,0
606,2,copy,0
607,22,merge,1
608,2,copy,0
609,4,copy,0
610,2,copy,0
611,10,copy,0
612,14,copy,0
613,4,copy,0
614,2,copy,0
615,4,copy,0
616,8,copy,0
617,10,copy,0
618,2,copy,0
619,4,copy,0
620,6,copy,0
621,14,merge,1
622,4,copy,0
623,2,copy,0
624,10,copy,0
625,6,copy,0
626,8,copy,0
627,4,copy,0
628,8,copy,0
629,12,copy,0
630,6,copy,0
631,4,copy,0
632,6,copy,0
633,2,copy,0
634,4,copy,0
635,6,copy,0
636,2,copy,0
637,6,copy,0
638,6,copy,0
639,4,copy,0
640,6,copy,0
641,6,copy,0
642,8,copy,0
643,6,copy,0
644,4,copy,0
645,12,merge,1
646,12,copy,0
647,2,copy,0
648,4,copy,0
649,6,copy,0
650,6,copy,0
651,2,copy,0
652,6,copy,0
653,4,copy,0
654,2,copy,0
655,16,copy,0
656,2,copy,0
657,6,copy,0
658,4,copy,0
659,12,copy,0
660,6,copy,0
661,8,copy,0
662,4,copy,0
663,2,copy,0
664,6,copy,0
665,12,copy,0
666,16,merge,1
667,2,copy,0
668,4,copy,0
669,6,copy,0
670,2,copy,0
671,12,copy,0
672,4,copy,0
673,2,copy,0
674,12,merge,1
675,6,copy,0
676,4,copy,0
677,2,copy,0
678,4,copy,0
679,2,copy,0
680,12,copy,0
681,10,copy,0
682,6,copy,0
683,2,copy,0
684,4,copy,0
685,6,copy,0
686,2,copy,0
687,10,copy,0
688,2,copy,0
689,4,copy,0
690,6,copy,0
691,6,copy,0
692,2,copy,0
693,10,copy,0
694,2,copy,0
695,10,copy,0
696,6,copy,0
697,8,copy,0
698,10,copy,0
699,2,copy,0
700,12,copy,0
701,6,copy,0
702,4,copy,0
703,6,copy,0
704,2,copy,0
705,4,copy,0
706,6,copy,0
707,8,copy,0
708,6,copy,0
709,10,copy,0
710,6,copy,0
711,8,copy,0
712,4,copy,0
713,6,merge,1
714,2,copy,0
715,10,copy,0
716,12,copy,0
717,2,copy,0
718,6,copy,0
719,12,merge,1
720,6,copy,0
721,4,copy,0
722,2,copy,0
723,4,copy,0
724,6,copy,0
725,6,copy,0
726,12,copy,0
727,2,copy,0
728,6,copy,0
729,4,copy,0
730,14,copy,0
731,6,copy,0
732,4,copy,0
733,2,copy,0
734,4,copy,0
735,24,merge,1
736,2,copy,0
737,4,copy,0
738,6,copy,0
739,2,copy,0
740,6,copy,0
741,16,merge,1
742,8,copy,0
743,6,copy,0
744,4,copy,0
745,2,copy,0
746,16,copy,0
747,2,copy,0
748,12,copy,0
749,4,copy,0
750,2,copy,0
751,4,copy,0
752,6,copy,0
753,2,copy,0
754,6,copy,0
755,4,copy,0
756,2,copy,0
757,10,copy,0
758,6,copy,0
759,2,copy,0
760,6,copy,0
761,4,copy,0
762,8,copy,0
763,4,copy,0
764,14,copy,0
765,4,copy,0
766,2,copy,0
767,4,copy,0
768,2,copy,0
769,4,copy,0
770,14,copy,0
771,4,copy,0
772,6,copy,0
773,2,copy,0
774,24,copy,0
775,4,copy,0
776,2,copy,0
777,4,copy,0
778,6,copy,0
779,2,copy,0
780,12,copy,0
781,4,copy,0
782,2,copy,0
783,12,copy,0
784,10,copy,0
785,2,copy,0
786,4,copy,0
787,12,merge,1
788,2,copy,0
789,6,copy,0
790,4,copy,0
791,6,copy,0
792,12,copy,0
793,2,copy,0
794,6,copy,0
795,6,copy,0
796,6,copy,0
797,10,copy,0
798,12,copy,0
799,2,copy,0
800,4,copy,0
801,6,copy,0
802,8,copy,0
803,6,copy,0
804,10,copy,0
805,2,copy,0
806,4,copy,0
807,14,copy,0
808,6,copy,0
809,6,copy,0
810,4,copy,0
811,6,copy,0
812,2,copy,0
813,6,copy,0
814,4,copy,0
815,2,copy,0
816,6,copy,0
817,10,copy,0
818,2,copy,0
819,10,copy,0
820,2,copy,0
821,6,copy,0
822,4,copy,0
823,6,copy,0
824,8,copy,0
825,4,copy,0
826,6,copy,0
827,12,copy,0
828,2,copy,0
829,6,copy,0
830,6,copy,0
831,6,copy,0
832,4,copy,0
833,18,merge,1
834,2,copy,0
835,4,copy,0
836,6,copy,0
837,14,copy,0
838,4,copy,0
839,6,copy,0
840,2,copy,0
841,4,copy,0
842,6,copy,0
843,2,copy,0
844,6,copy,0
845,10,copy,0
846,2,copy,0
847,18,merge,1
848,4,copy,0
849,2,copy,0
850,4,copy,0
851,12,copy,0
852,2,copy,0
853,10,copy,0
854,12,merge,1
855,6,copy,0
856,2,copy,0
857,12,copy,0
858,4,copy,0
859,6,copy,0
860,6,copy,0
861,2,copy,0
862,12,copy,0
863,6,copy,0
864,4,copy,0
865,14,copy,0
866,4,copy,0
867,2,copy,0
868,10,merge,1
869,8,copy,0
870,10,copy,0
871,6,copy,0
872,6,copy,0
873,6,copy,0
874,8,copy,0
875,6,copy,0
876,4,copy,0
877,2,copy,0
878,10,copy,0
879,2,copy,0
880,6,copy,0
881,4,copy,0
882,2,copy,0
883,6,copy,0
884,10,copy,0
885,2,copy,0
886,10,copy,0
887,6,copy,0
888,2,copy,0
889,4,copy,0
890,18,merge,1
891,2,copy,0
892,4,copy,0
893,6,copy,0
894,6,copy,0
895,2,copy,0
896,6,copy,0
897,4,copy,0
898,8,copy,0
899,10,merge,1
900,8,copy,0
901,4,copy,0
902,2,copy,0
903,6,copy,0
904,4,copy,0
905,8,copy,0
906,6,copy,0
907,4,copy,0
908,6,copy,0
909,12,copy,0
910,2,copy,0
911,6,copy,0
912,6,copy,0
913,10,copy,0
914,6,copy,0
915,2,copy,0
916,6,copy,0
917,4,copy,0
918,2,copy,0
919,4,copy,0
920,2,copy,0
921,10,copy,0
922,2,copy,0
923,12,copy,0
924,6,copy,0
925,4,copy,0
926,6,copy,0
927,2,copy,0
928,10,copy,0
929,2,copy,0
930,4,copy,0
931,6,copy,0
932,14,copy,0
933,4,copy,0
934,2,copy,0
935,6,copy,0
936,18,copy,0
937,4,copy,0
938,6,merge,1
939,2,copy,0
940,4,copy,0
941,8,copy,0
942,10,copy,0
943,6,copy,0
944,2,copy,0
945,4,copy,0
946,8,copy,0
947,6,copy,0
948,12,copy,0
949,4,copy,0
950,6,copy,0
951,2,copy,0
952,6,copy,0
953,4,copy,0
954,6,copy,0
955,2,copy,0
956,10,copy,0
957,2,copy,0
958,10,copy,0
959,2,copy,0
960,4,copy,0
961,6,copy,0
962,14,merge,1
963,4,copy,0
964,2,copy,0
965,4,copy,0
966,12,copy,0
967,14,copy,0
968,6,copy,0
969,4,copy,0
970,6,copy,0
971,8,copy,0
972,4,copy,0
973,2,copy,0
974,4,copy,0
975,2,copy,0
976,18,copy,0
977,4,copy,0
978,18,copy,0
979,2,copy,0
980,6,copy,0
981,6,copy,0
982,4,copy,0
983,6,merge,1
984,6,copy,0
985,8,copy,0
986,6,copy,0
987,4,copy,0
988,2,copy,0
989,10,copy,0
990,2,copy,0
991,10,copy,0
992,6,copy,0
993,2,copy,0
994,4,copy,0
995,6,copy,0
996,2,copy,0
997,10,copy,0
998,2,copy,0
999,10,copy,0
