index,gap,originalSpan
503,2,1
504,28,4
505,2,1
506,4,1
507,2,1
508,28,4
509,2,1
510,10,2
511,2,1
512,16,2
513,2,1
514,10,1
515,2,1
516,10,2
517,2,1
518,16,2
519,2,1
520,10,1
521,2,1
522,16,3
523,2,1
524,28,5
525,2,1
526,10,1
527,2,1
528,28,5
529,2,1
530,34,6
531,2,1
532,28,5
533,2,1
534,10,1
535,2,1
536,10,2
537,2,1
538,16,2
539,2,1
540,16,2
541,2,1
542,22,4
543,2,1
544,16,3
545,2,1
546,40,7
547,2,1
548,4,1
549,2,1
550,40,6
551,2,1
552,28,5
553,2,1
554,10,2
555,2,1
556,4,1
557,2,1
558,10,1
559,2,1
560,28,4
561,2,1
562,10,1
563,2,1
564,28,5
565,2,1
566,28,3
567,2,1
568,4,1
569,2,1
570,28,4
571,2,1
572,40,7
573,2,1
574,16,3
575,2,1
576,10,1
577,2,1
578,10,1
579,2,1
580,4,1
581,2,1
582,10,2
583,2,1
584,10,2
585,2,1
586,58,10
587,2,1
588,4,1
589,2,1
590,40,5
591,2,1
592,16,3
593,2,1
594,28,5
595,2,1
596,10,1
597,2,1
598,10,1
599,2,1
600,4,1
601,2,1
602,10,2
603,2,1
604,10,1
605,2,1
606,28,5
607,2,1
608,34,6
609,2,1
610,40,7
611,2,1
612,28,4
613,2,1
614,16,3
615,2,1
616,10,1
617,2,1
618,10,1
619,2,1
620,4,1
621,2,1
622,22,4
623,2,1
624,16,2
625,2,1
626,10,2
627,2,1
628,28,4
629,2,1
630,34,5
631,2,1
632,10,2
633,2,1
634,16,2
635,2,1
636,22,3
637,2,1
638,4,1
639,2,1
640,10,1
641,2,1
642,16,2
643,2,1
644,22,4
645,2,1
646,16,3
647,2,1
648,10,2
649,2,1
650,64,10
651,2,1
652,10,2
653,2,1
654,28,5
655,2,1
656,10,2
657,2,1
658,4,1
659,2,1
660,22,2
661,2,1
662,4,1
663,2,1
664,10,1
665,2,1
666,10,2
667,2,1
668,16,2
669,2,1
670,10,1
671,2,1
672,28,3
673,2,1
674,4,1
675,2,1
676,28,4
677,2,1
678,10,2
679,2,1
680,16,2
681,2,1
682,10,2
683,2,1
684,10,2
685,2,1
686,34,4
687,2,1
688,10,2
689,2,1
690,10,2
691,2,1
692,16,3
693,2,1
694,10,2
695,2,1
696,34,6
697,2,1
698,28,4
699,2,1
700,10,1
701,2,1
702,16,3
703,2,1
704,22,3
705,2,1
706,4,1
707,2,1
708,22,2
709,2,1
710,4,1
711,2,1
712,10,1
713,2,1
714,28,5
715,2,1
716,10,2
717,2,1
718,64,9
719,2,1
720,10,2
721,2,1
722,16,3
723,2,1
724,22,4
725,2,1
726,16,2
727,2,1
728,10,1
729,2,1
730,4,1
731,2,1
732,22,4
733,2,1
734,16,1
735,2,1
736,40,6
737,2,1
738,4,1
739,2,1
740,28,5
741,2,1
742,28,4
743,2,1
744,10,2
745,2,1
746,10,2
747,2,1
748,4,1
749,2,1
750,10,1
751,2,1
752,10,1
753,2,1
754,16,3
755,2,1
756,28,5
757,2,1
758,40,6
759,2,1
760,34,6
761,2,1
762,28,4
763,2,1
764,10,1
765,2,1
766,10,2
767,2,1
768,4,1
769,2,1
770,10,1
771,2,1
772,10,1
773,2,1
774,46,8
775,2,1
776,40,7
777,2,1
778,4,1
779,2,1
780,40,6
781,2,1
782,16,3
783,2,1
784,10,1
785,2,1
786,10,2
787,2,1
788,16,2
789,2,1
790,10,1
791,2,1
792,16,3
793,2,1
794,40,6
795,2,1
796,28,4
797,2,1
798,4,1
799,2,1
800,28,4
801,2,1
802,28,5
803,2,1
804,10,2
805,2,1
806,28,4
807,2,1
808,16,2
809,2,1
810,10,2
811,2,1
812,10,2
813,2,1
814,16,3
815,2,1
816,40,7
817,2,1
818,4,1
819,2,1
820,40,6
821,2,1
822,40,7
823,2,1
824,4,1
825,2,1
826,10,1
827,2,1
828,16,2
829,2,1
830,10,2
831,2,1
832,10,1
833,2,1
834,28,5
835,2,1
836,34,5
837,2,1
838,28,5
839,2,1
840,10,2
841,2,1
842,28,4
843,2,1
844,16,2
845,2,1
846,10,1
847,2,1
848,10,1
849,2,1
850,4,1
851,2,1
852,10,2
853,2,1
854,10,2
855,2,1
856,28,4
857,2,1
858,28,5
859,2,1
860,4,1
861,2,1
862,40,6
863,2,1
864,16,2
865,2,1
866,28,5
867,2,1
868,10,1
869,2,1
870,16,2
871,2,1
872,10,2
873,2,1
874,10,2
875,2,1
876,28,5
877,2,1
878,34,5
879,2,1
880,40,7
881,2,1
882,28,4
883,2,1
884,10,2
885,2,1
886,4,1
887,2,1
888,22,2
889,2,1
890,4,1
891,2,1
892,22,3
893,2,1
894,16,3
895,2,1
896,10,1
897,2,1
898,28,3
899,2,1
900,34,6
901,2,1
902,10,2
903,2,1
904,16,3
905,2,1
906,10,2
907,2,1
908,10,1
909,2,1
910,16,2
911,2,1
912,16,2
913,2,1
914,22,4
915,2,1
916,16,3
917,2,1
918,10,2
919,2,1
920,28,5
921,2,1
922,34,5
923,2,1
924,10,1
925,2,1
926,16,3
927,2,1
928,10,2
929,2,1
930,10,1
931,2,1
932,4,1
933,2,1
934,22,1
935,2,1
936,4,1
937,2,1
938,10,2
939,2,1
940,28,4
941,2,1
942,10,2
943,2,1
944,28,4
945,2,1
946,34,5
947,2,1
948,10,2
949,2,1
950,16,2
951,2,1
952,10,2
953,2,1
954,10,2
955,2,1
956,28,3
957,2,1
958,4,1
959,2,1
960,22,4
961,2,1
962,16,2
963,2,1
964,10,2
965,2,1
966,34,5
967,2,1
968,28,5
969,2,1
970,10,2
971,2,1
972,16,2
973,2,1
974,22,4
975,2,1
976,4,1
977,2,1
978,10,1
979,2,1
980,10,1
981,2,1
982,16,2
983,2,1
984,28,5
985,2,1
986,10,2
987,2,1
988,64,10
989,2,1
990,28,5
991,2,1
992,22,3
993,2,1
994,4,1
995,2,1
996,10,1
997,2,1
998,10,1
999,2,1
