index,gap,originalSpan
729,2,1
730,4,1
731,2,1
732,10,1
733,2,1
734,16,1
735,2,1
736,10,1
737,2,1
738,10,1
739,2,1
740,136,19
741,2,1
742,16,3
743,2,1
744,22,1
745,2,1
746,4,1
747,2,1
748,10,1
749,2,1
750,40,6
751,2,1
752,34,4
753,2,1
754,40,5
755,2,1
756,28,4
757,2,1
758,28,3
759,2,1
760,28,4
761,2,1
762,10,2
763,2,1
764,28,4
765,2,1
766,28,3
767,2,1
768,4,1
769,2,1
770,40,5
771,2,1
772,16,1
773,2,1
774,10,1
775,2,1
776,10,1
777,2,1
778,28,2
779,2,1
780,4,1
781,2,1
782,40,7
783,2,1
784,10,2
785,2,1
786,64,8
787,2,1
788,10,2
789,2,1
790,16,2
791,2,1
792,10,2
793,2,1
794,28,3
795,2,1
796,40,5
797,2,1
798,28,4
799,2,1
800,28,3
801,2,1
802,34,6
803,2,1
804,28,4
805,2,1
806,22,4
807,2,1
808,28,2
809,2,1
810,46,5
811,2,1
812,10,2
813,2,1
814,28,4
815,2,1
816,34,4
817,2,1
818,28,4
819,2,1
820,22,3
821,2,1
822,4,1
823,2,1
824,22,2
825,2,1
826,28,4
827,2,1
828,16,2
829,2,1
830,88,13
831,2,1
832,46,6
833,2,1
834,10,1
835,2,1
836,10,1
837,2,1
838,28,4
839,2,1
840,64,10
841,2,1
842,28,3
843,2,1
844,58,9
845,2,1
846,22,2
847,2,1
848,4,1
849,2,1
850,10,2
851,2,1
852,10,1
853,2,1
854,58,7
855,2,1
856,4,1
857,2,1
858,82,12
859,2,1
860,4,1
861,2,1
862,22,2
863,2,1
864,16,3
865,2,1
866,10,1
867,2,1
868,94,11
869,2,1
870,40,7
871,2,1
872,16,3
873,2,1
874,10,1
875,2,1
876,28,3
877,2,1
878,28,3
879,2,1
880,10,2
881,2,1
882,28,4
883,2,1
884,4,1
885,2,1
886,58,6
887,2,1
888,22,3
889,2,1
890,16,1
891,2,1
892,16,2
893,2,1
894,52,8
895,2,1
896,64,8
897,2,1
898,10,1
899,2,1
900,28,5
901,2,1
902,10,2
903,2,1
904,34,2
905,2,1
906,10,1
907,2,1
908,10,2
909,2,1
910,16,3
911,2,1
912,10,1
913,2,1
914,34,5
915,2,1
916,40,5
917,2,1
918,28,3
919,2,1
920,10,2
921,2,1
922,16,2
923,2,1
924,16,2
925,2,1
926,22,2
927,2,1
928,16,3
929,2,1
930,10,1
931,2,1
932,34,4
933,2,1
934,28,3
935,2,1
936,10,1
937,2,1
938,70,9
939,2,1
940,4,1
941,2,1
942,52,6
943,2,1
944,28,5
945,2,1
946,46,5
947,2,1
948,28,4
949,2,1
950,28,2
951,2,1
952,10,1
953,2,1
954,28,5
955,2,1
956,28,4
957,2,1
958,34,5
959,2,1
960,40,7
961,2,1
962,16,2
963,2,1
964,28,4
965,2,1
966,10,1
967,2,1
968,58,8
969,2,1
970,10,2
971,2,1
972,28,2
973,2,1
974,34,3
975,2,1
976,28,5
977,2,1
978,22,2
979,2,1
980,16,2
981,2,1
982,10,1
983,2,1
984,4,1
985,2,1
986,130,21
987,2,1
988,16,3
989,2,1
990,22,4
991,2,1
992,4,1
993,2,1
994,22,1
995,2,1
996,16,3
997,2,1
998,40,5
999,2,1
