gidx,gap,origin,mergeCount
124,4,copy,0
125,8,copy,0
126,4,copy,0
127,14,copy,0
128,10,copy,0
129,12,copy,0
130,2,copy,0
131,10,copy,0
132,2,copy,0
133,4,copy,0
134,2,copy,0
135,10,copy,0
136,14,merge,1
137,4,copy,0
138,2,copy,0
139,4,copy,0
140,14,copy,0
141,4,copy,0
142,2,copy,0
143,4,copy,0
144,20,merge,1
145,4,copy,0
146,8,copy,0
147,10,copy,0
148,8,copy,0
149,4,copy,0
150,6,copy,0
151,6,copy,0
152,8,copy,0
153,6,copy,0
154,4,copy,0
155,6,copy,0
156,6,copy,0
157,8,copy,0
158,6,copy,0
159,12,copy,0
160,4,copy,0
161,6,copy,0
162,2,copy,0
163,10,copy,0
164,2,copy,0
165,6,copy,0
166,10,copy,0
167,2,copy,0
168,10,copy,0
169,2,copy,0
170,6,copy,0
171,18,merge,1
172,4,copy,0
173,2,copy,0
174,4,copy,0
175,6,copy,0
176,6,copy,0
177,8,copy,0
178,6,copy,0
179,6,copy,0
180,18,copy,0
181,4,copy,0
182,2,copy,0
183,10,copy,0
184,8,copy,0
185,10,copy,0
186,6,copy,0
187,6,merge,1
188,8,copy,0
189,12,copy,0
190,4,copy,0
191,6,copy,0
192,6,copy,0
193,2,copy,0
194,6,copy,0
195,12,merge,1
196,10,copy,0
197,12,copy,0
198,6,copy,0
199,2,copy,0
200,4,copy,0
201,6,copy,0
202,2,copy,0
203,6,copy,0
204,4,copy,0
205,2,copy,0
206,4,copy,0
207,12,copy,0
208,2,copy,0
209,6,copy,0
210,6,copy,0
211,28,copy,0
212,6,merge,1
213,2,copy,0
214,4,copy,0
215,8,copy,0
216,18,copy,0
217,10,copy,0
218,14,copy,0
219,4,copy,0
220,2,copy,0
221,4,copy,0
222,6,copy,0
223,8,copy,0
224,4,copy,0
225,2,copy,0
226,4,copy,0
227,2,copy,0
228,12,copy,0
229,10,copy,0
230,2,copy,0
231,4,copy,0
232,2,copy,0
233,4,copy,0
234,6,copy,0
235,12,copy,0
236,6,copy,0
237,6,copy,0
238,8,copy,0
239,12,merge,1
240,6,copy,0
241,4,copy,0
242,6,copy,0
243,8,copy,0
244,4,copy,0
245,8,copy,0
246,4,copy,0
247,8,copy,0
248,6,copy,0
249,4,copy,0
250,6,copy,0
251,2,copy,0
252,4,copy,0
253,6,copy,0
254,2,copy,0
255,6,copy,0
256,10,copy,0
257,6,copy,0
258,14,copy,0
259,6,copy,0
260,4,copy,0
261,2,copy,0
262,12,copy,0
263,12,copy,0
264,4,copy,0
265,2,copy,0
266,10,copy,0
267,12,merge,1
268,2,copy,0
269,10,copy,0
270,6,copy,0
271,2,copy,0
272,6,copy,0
273,6,copy,0
274,6,copy,0
275,4,copy,0
276,14,merge,1
277,6,copy,0
278,4,copy,0
279,2,copy,0
280,12,copy,0
281,10,copy,0
282,12,copy,0
283,6,copy,0
284,2,copy,0
285,16,copy,0
286,2,copy,0
287,12,copy,0
288,6,copy,0
289,4,copy,0
290,2,copy,0
291,4,copy,0
292,2,copy,0
293,10,copy,0
294,2,copy,0
295,10,copy,0
296,6,copy,0
297,6,copy,0
298,14,copy,0
299,4,copy,0
300,2,copy,0
301,16,merge,1
302,2,copy,0
303,10,copy,0
304,12,copy,0
305,6,copy,0
306,8,copy,0
307,6,copy,0
308,4,copy,0
309,2,copy,0
310,4,copy,0
311,8,copy,0
312,6,copy,0
313,4,copy,0
314,6,copy,0
315,2,copy,0
316,10,copy,0
317,14,copy,0
318,10,merge,1
319,6,copy,0
320,8,copy,0
321,4,copy,0
322,2,copy,0
323,4,copy,0
324,2,copy,0
325,10,copy,0
326,12,copy,0
327,2,copy,0
328,16,merge,1
329,2,copy,0
330,6,copy,0
331,4,copy,0
332,2,copy,0
333,10,copy,0
334,8,copy,0
335,12,copy,0
336,6,copy,0
337,4,copy,0
338,18,copy,0
339,2,copy,0
340,4,copy,0
341,2,copy,0
342,4,copy,0
343,8,copy,0
344,16,copy,0
345,2,copy,0
346,4,copy,0
347,8,copy,0
348,6,copy,0
349,6,copy,0
350,4,copy,0
351,2,copy,0
352,4,copy,0
353,6,copy,0
354,2,copy,0
355,6,copy,0
356,6,merge,1
357,4,copy,0
358,12,copy,0
359,2,copy,0
360,22,copy,0
361,6,copy,0
362,2,copy,0
363,6,copy,0
364,4,copy,0
365,6,copy,0
366,14,copy,0
367,6,copy,0
368,4,copy,0
369,2,copy,0
370,6,copy,0
371,4,copy,0
372,6,copy,0
373,12,merge,1
374,6,copy,0
375,2,copy,0
376,4,copy,0
377,14,copy,0
378,4,copy,0
379,6,copy,0
380,2,copy,0
381,10,copy,0
382,8,copy,0
383,6,copy,0
384,4,copy,0
385,2,copy,0
386,12,copy,0
387,10,copy,0
388,2,copy,0
389,18,copy,0
390,10,copy,0
391,6,copy,0
392,2,copy,0
393,4,copy,0
394,6,copy,0
395,2,copy,0
396,6,copy,0
397,16,copy,0
398,6,copy,0
399,12,merge,1
400,2,copy,0
401,16,copy,0
402,8,copy,0
403,4,copy,0
404,2,copy,0
405,4,copy,0
406,6,copy,0
407,14,copy,0
408,10,copy,0
409,2,copy,0
410,4,copy,0
411,8,copy,0
412,6,copy,0
413,6,copy,0
414,4,copy,0
415,2,copy,0
416,4,copy,0
417,6,copy,0
418,2,copy,0
419,6,copy,0
420,4,copy,0
421,2,copy,0
422,6,copy,0
423,10,copy,0
424,2,copy,0
425,10,copy,0
426,6,copy,0
427,2,copy,0
428,4,copy,0
429,6,copy,0
430,8,copy,0
431,6,copy,0
432,4,copy,0
433,12,copy,0
434,2,copy,0
435,6,copy,0
436,4,copy,0
437,2,copy,0
438,6,copy,0
439,10,merge,1
440,14,copy,0
441,4,copy,0
442,6,copy,0
443,8,copy,0
444,6,copy,0
445,4,copy,0
446,6,copy,0
447,12,copy,0
448,2,copy,0
449,6,copy,0
450,10,copy,0
451,6,copy,0
452,6,copy,0
453,2,copy,0
454,6,copy,0
455,6,copy,0
456,4,copy,0
457,12,merge,1
458,14,copy,0
459,4,copy,0
460,6,copy,0
461,6,copy,0
462,2,copy,0
463,22,merge,1
464,6,copy,0
465,2,copy,0
466,6,copy,0
467,4,copy,0
468,8,copy,0
469,4,copy,0
470,14,copy,0
471,4,copy,0
472,8,copy,0
473,4,copy,0
474,8,copy,0
475,6,copy,0
476,4,copy,0
477,8,copy,0
478,4,copy,0
479,6,copy,0
480,20,merge,1
481,10,copy,0
482,2,copy,0
483,6,copy,0
484,4,copy,0
485,6,copy,0
486,2,copy,0
487,10,copy,0
488,14,merge,1
489,4,copy,0
490,2,copy,0
491,12,copy,0
492,6,copy,0
493,4,copy,0
494,2,copy,0
495,10,copy,0
496,6,copy,0
497,8,copy,0
498,4,copy,0
499,8,copy,0
500,4,copy,0
501,6,copy,0
502,12,copy,0
503,2,copy,0
504,4,copy,0
505,2,copy,0
506,12,copy,0
507,22,merge,1
508,6,copy,0
509,2,copy,0
510,6,copy,0
511,6,copy,0
512,4,copy,0
513,2,copy,0
514,4,copy,0
515,6,copy,0
516,2,copy,0
517,6,copy,0
518,6,copy,0
519,4,copy,0
520,12,copy,0
521,2,copy,0
522,10,copy,0
523,2,copy,0
524,6,copy,0
525,10,copy,0
526,2,copy,0
527,6,copy,0
528,6,copy,0
529,4,copy,0
530,6,copy,0
531,18,copy,0
532,2,copy,0
533,16,copy,0
534,8,copy,0
535,4,copy,0
536,2,copy,0
537,4,copy,0
538,2,copy,0
539,12,copy,0
540,10,copy,0
541,8,copy,0
542,4,copy,0
543,8,copy,0
544,6,copy,0
545,10,copy,0
546,2,copy,0
547,4,copy,0
548,6,copy,0
549,2,copy,0
550,6,copy,0
551,4,copy,0
552,6,copy,0
553,2,copy,0
554,10,copy,0
555,2,copy,0
556,10,copy,0
557,2,copy,0
558,6,copy,0
559,4,copy,0
560,6,copy,0
561,8,copy,0
562,6,copy,0
563,4,copy,0
564,6,copy,0
565,8,copy,0
566,6,copy,0
567,6,copy,0
568,6,copy,0
569,10,copy,0
570,12,copy,0
571,2,copy,0
572,4,copy,0
573,14,merge,1
574,6,copy,0
575,4,copy,0
576,8,copy,0
577,4,copy,0
578,6,copy,0
579,2,copy,0
580,6,copy,0
581,6,copy,0
582,4,copy,0
583,2,copy,0
584,22,copy,0
585,2,copy,0
586,4,copy,0
587,2,copy,0
588,10,copy,0
589,14,copy,0
590,4,copy,0
591,6,merge,1
592,8,copy,0
593,10,copy,0
594,2,copy,0
595,4,copy,0
596,6,copy,0
597,14,copy,0
598,4,copy,0
599,2,copy,0
600,10,copy,0
601,6,copy,0
602,8,copy,0
603,4,copy,0
604,8,copy,0
605,12,copy,0
606,6,copy,0
607,4,copy,0
608,6,copy,0
609,2,copy,0
610,4,copy,0
611,6,copy,0
612,2,copy,0
613,6,copy,0
614,6,copy,0
615,4,copy,0
616,6,copy,0
617,6,copy,0
618,8,copy,0
619,10,merge,1
620,12,copy,0
621,12,copy,0
622,2,copy,0
623,4,copy,0
624,6,copy,0
625,6,copy,0
626,2,copy,0
627,6,copy,0
628,6,merge,1
629,16,copy,0
630,2,copy,0
631,6,copy,0
632,4,copy,0
633,12,copy,0
634,6,copy,0
635,8,copy,0
636,4,copy,0
637,2,copy,0
638,6,copy,0
639,12,copy,0
640,16,copy,0
641,2,copy,0
642,4,copy,0
643,6,copy,0
644,2,copy,0
645,12,copy,0
646,4,copy,0
647,2,copy,0
648,12,copy,0
649,6,copy,0
650,4,copy,0
651,2,copy,0
652,4,copy,0
653,2,copy,0
654,12,copy,0
655,10,copy,0
656,6,copy,0
657,2,copy,0
658,4,copy,0
659,6,copy,0
660,2,copy,0
661,10,copy,0
662,2,copy,0
663,4,copy,0
664,6,copy,0
665,6,copy,0
666,2,copy,0
667,10,copy,0
668,2,copy,0
669,10,copy,0
670,6,copy,0
671,8,copy,0
672,10,copy,0
673,2,copy,0
674,18,merge,1
675,4,copy,0
676,6,copy,0
677,2,copy,0
678,4,copy,0
679,6,copy,0
680,8,copy,0
681,6,copy,0
682,10,copy,0
683,14,merge,1
684,4,copy,0
685,6,copy,0
686,2,copy,0
687,10,copy,0
688,12,copy,0
689,2,copy,0
690,6,copy,0
691,12,copy,0
692,6,copy,0
693,4,copy,0
694,2,copy,0
695,4,copy,0
696,6,copy,0
697,6,copy,0
698,12,copy,0
699,2,copy,0
700,6,copy,0
701,4,copy,0
702,14,copy,0
703,6,copy,0
704,4,copy,0
705,2,copy,0
706,4,copy,0
707,24,copy,0
708,2,copy,0
709,10,merge,1
710,2,copy,0
711,6,copy,0
712,16,copy,0
713,8,copy,0
714,6,copy,0
715,4,copy,0
716,2,copy,0
717,16,copy,0
718,2,copy,0
719,12,copy,0
720,4,copy,0
721,2,copy,0
722,4,copy,0
723,6,copy,0
724,2,copy,0
725,6,copy,0
726,4,copy,0
727,2,copy,0
728,10,copy,0
729,6,copy,0
730,2,copy,0
731,6,copy,0
732,4,copy,0
733,8,copy,0
734,4,copy,0
735,14,copy,0
736,4,copy,0
737,2,copy,0
738,6,merge,1
739,4,copy,0
740,14,copy,0
741,4,copy,0
742,6,copy,0
743,2,copy,0
744,24,copy,0
745,4,copy,0
746,2,copy,0
747,4,copy,0
748,6,copy,0
749,2,copy,0
750,12,copy,0
751,4,copy,0
752,2,copy,0
753,12,copy,0
754,10,copy,0
755,6,merge,1
756,12,copy,0
757,2,copy,0
758,6,copy,0
759,4,copy,0
760,6,copy,0
761,12,copy,0
762,2,copy,0
763,6,copy,0
764,6,copy,0
765,6,copy,0
766,10,copy,0
767,12,copy,0
768,2,copy,0
769,4,copy,0
770,6,copy,0
771,8,copy,0
772,6,copy,0
773,10,copy,0
774,2,copy,0
775,4,copy,0
776,14,copy,0
777,6,copy,0
778,6,copy,0
779,4,copy,0
780,6,copy,0
781,2,copy,0
782,10,merge,1
783,2,copy,0
784,6,copy,0
785,10,copy,0
786,2,copy,0
787,10,copy,0
788,2,copy,0
789,6,copy,0
790,4,copy,0
791,6,copy,0
792,8,copy,0
793,4,copy,0
794,6,copy,0
795,12,copy,0
796,2,copy,0
797,6,copy,0
798,6,copy,0
799,6,copy,0
800,4,copy,0
801,18,copy,0
802,2,copy,0
803,4,copy,0
804,6,copy,0
805,14,copy,0
806,4,copy,0
807,6,copy,0
808,2,copy,0
809,4,copy,0
810,6,copy,0
811,8,merge,1
812,10,copy,0
813,2,copy,0
814,18,copy,0
815,4,copy,0
816,2,copy,0
817,4,copy,0
818,14,merge,1
819,10,copy,0
820,12,copy,0
821,6,copy,0
822,2,copy,0
823,12,copy,0
824,4,copy,0
825,6,copy,0
826,6,copy,0
827,2,copy,0
828,12,copy,0
829,6,copy,0
830,4,copy,0
831,14,copy,0
832,4,copy,0
833,2,copy,0
834,10,copy,0
835,8,copy,0
836,10,copy,0
837,6,copy,0
838,6,copy,0
839,6,copy,0
840,8,copy,0
841,6,copy,0
842,4,copy,0
843,2,copy,0
844,10,copy,0
845,2,copy,0
846,6,copy,0
847,4,copy,0
848,2,copy,0
849,6,copy,0
850,10,copy,0
851,2,copy,0
852,10,copy,0
853,6,copy,0
854,2,copy,0
855,4,copy,0
856,18,copy,0
857,2,copy,0
858,4,copy,0
859,6,copy,0
860,6,copy,0
861,2,copy,0
862,6,copy,0
863,4,copy,0
864,18,merge,1
865,8,copy,0
866,4,copy,0
867,2,copy,0
868,6,copy,0
869,4,copy,0
870,8,copy,0
871,6,copy,0
872,4,copy,0
873,18,merge,1
874,2,copy,0
875,6,copy,0
876,6,copy,0
877,10,copy,0
878,6,copy,0
879,2,copy,0
880,6,copy,0
881,4,copy,0
882,2,copy,0
883,4,copy,0
884,2,copy,0
885,10,copy,0
886,2,copy,0
887,12,copy,0
888,6,copy,0
889,4,copy,0
890,6,copy,0
891,2,copy,0
892,10,copy,0
893,6,merge,1
894,6,copy,0
895,14,copy,0
896,4,copy,0
897,2,copy,0
898,6,copy,0
899,18,copy,0
900,10,merge,1
901,2,copy,0
902,4,copy,0
903,8,copy,0
904,10,copy,0
905,6,copy,0
906,2,copy,0
907,4,copy,0
908,8,copy,0
909,6,copy,0
910,12,copy,0
911,4,copy,0
912,6,copy,0
913,2,copy,0
914,6,copy,0
915,4,copy,0
916,6,copy,0
917,2,copy,0
918,10,copy,0
919,2,copy,0
920,10,copy,0
921,2,copy,0
922,4,copy,0
923,6,copy,0
924,14,copy,0
925,4,copy,0
926,2,copy,0
927,4,copy,0
928,12,copy,0
929,14,copy,0
930,6,copy,0
931,4,copy,0
932,6,copy,0
933,8,copy,0
934,4,copy,0
935,2,copy,0
936,4,copy,0
937,2,copy,0
938,18,copy,0
939,4,copy,0
940,18,copy,0
941,2,copy,0
942,6,copy,0
943,6,copy,0
944,4,copy,0
945,6,copy,0
946,6,copy,0
947,8,copy,0
948,6,copy,0
949,4,copy,0
950,2,copy,0
951,10,copy,0
952,2,copy,0
953,10,copy,0
954,6,copy,0
955,2,copy,0
956,4,copy,0
957,8,merge,1
958,10,copy,0
959,2,copy,0
960,10,copy,0
961,8,copy,0
962,6,copy,0
963,4,copy,0
964,2,copy,0
965,6,copy,0
966,4,copy,0
967,6,copy,0
968,12,copy,0
969,6,copy,0
970,2,copy,0
971,4,copy,0
972,8,copy,0
973,6,copy,0
974,4,copy,0
975,8,copy,0
976,12,copy,0
977,6,copy,0
978,10,copy,0
979,6,copy,0
980,6,copy,0
981,2,copy,0
982,6,copy,0
983,6,copy,0
984,4,copy,0
985,12,copy,0
986,2,copy,0
987,10,copy,0
988,2,copy,0
989,4,copy,0
990,2,copy,0
991,4,copy,0
992,6,copy,0
993,8,copy,0
994,6,copy,0
995,10,copy,0
996,6,copy,0
997,2,copy,0
998,6,copy,0
999,6,copy,0
