stage_index,head,gap_index,gap,survivor
14,47,69,6,439
14,47,70,4,443
14,47,71,6,449
14,47,72,8,457
14,47,73,4,461
14,47,74,2,463
14,47,75,4,467
14,47,76,12,479
14,47,77,8,487
14,47,78,4,491
14,47,79,8,499
14,47,80,4,503
14,47,81,6,509
14,47,82,12,521
14,47,83,2,523
14,47,84,18,541
14,47,85,6,547
14,47,86,10,557
14,47,87,6,563
14,47,88,6,569
14,47,89,2,571
14,47,90,6,577
14,47,91,10,587
14,47,92,6,593
14,47,93,6,599
14,47,94,2,601
14,47,95,6,607
14,47,96,6,613
14,47,97,4,617
14,47,98,2,619
14,47,99,12,631
15,53,0,6,59
15,53,1,2,61
15,53,2,6,67
15,53,3,4,71
15,53,4,2,73
15,53,5,6,79
15,53,6,4,83
15,53,7,6,89
15,53,8,8,97
15,53,9,4,101
15,53,10,2,103
15,53,11,4,107
15,53,12,2,109
15,53,13,4,113
15,53,14,14,127
15,53,15,4,131
15,53,16,6,137
15,53,17,2,139
15,53,18,10,149
15,53,19,2,151
15,53,20,6,157
15,53,21,6,163
15,53,22,4,167
15,53,23,6,173
15,53,24,6,179
15,53,25,2,181
15,53,26,10,191
15,53,27,2,193
15,53,28,4,197
15,53,29,2,199
15,53,30,12,211
15,53,31,12,223
15,53,32,4,227
15,53,33,2,229
15,53,34,4,233
15,53,35,6,239
15,53,36,2,241
15,53,37,10,251
15,53,38,6,257
15,53,39,6,263
15,53,40,6,269
15,53,41,2,271
15,53,42,6,277
15,53,43,4,281
15,53,44,2,283
15,53,45,10,293
15,53,46,14,307
15,53,47,4,311
15,53,48,2,313
15,53,49,4,317
15,53,50,14,331
15,53,51,6,337
15,53,52,10,347
15,53,53,2,349
15,53,54,4,353
15,53,55,6,359
15,53,56,8,367
15,53,57,6,373
15,53,58,6,379
15,53,59,4,383
15,53,60,6,389
15,53,61,8,397
15,53,62,4,401
15,53,63,8,409
15,53,64,10,419
15,53,65,2,421
15,53,66,10,431
15,53,67,2,433
15,53,68,6,439
15,53,69,4,443
15,53,70,6,449
15,53,71,8,457
15,53,72,4,461
15,53,73,2,463
15,53,74,4,467
15,53,75,12,479
15,53,76,8,487
15,53,77,4,491
15,53,78,8,499
15,53,79,4,503
15,53,80,6,509
15,53,81,12,521
15,53,82,2,523
15,53,83,18,541
15,53,84,6,547
15,53,85,10,557
15,53,86,6,563
15,53,87,6,569
15,53,88,2,571
15,53,89,6,577
15,53,90,10,587
15,53,91,6,593
15,53,92,6,599
15,53,93,2,601
15,53,94,6,607
15,53,95,6,613
15,53,96,4,617
15,53,97,2,619
15,53,98,12,631
15,53,99,10,641
16,59,0,2,61
16,59,1,6,67
16,59,2,4,71
16,59,3,2,73
16,59,4,6,79
16,59,5,4,83
16,59,6,6,89
16,59,7,8,97
16,59,8,4,101
16,59,9,2,103
16,59,10,4,107
16,59,11,2,109
16,59,12,4,113
16,59,13,14,127
16,59,14,4,131
16,59,15,6,137
16,59,16,2,139
16,59,17,10,149
16,59,18,2,151
16,59,19,6,157
16,59,20,6,163
16,59,21,4,167
16,59,22,6,173
16,59,23,6,179
16,59,24,2,181
16,59,25,10,191
16,59,26,2,193
16,59,27,4,197
16,59,28,2,199
16,59,29,12,211
16,59,30,12,223
16,59,31,4,227
16,59,32,2,229
16,59,33,4,233
16,59,34,6,239
16,59,35,2,241
16,59,36,10,251
16,59,37,6,257
16,59,38,6,263
16,59,39,6,269
16,59,40,2,271
16,59,41,6,277
16,59,42,4,281
16,59,43,2,283
16,59,44,10,293
16,59,45,14,307
16,59,46,4,311
16,59,47,2,313
16,59,48,4,317
16,59,49,14,331
16,59,50,6,337
16,59,51,10,347
16,59,52,2,349
16,59,53,4,353
16,59,54,6,359
16,59,55,8,367
16,59,56,6,373
16,59,57,6,379
16,59,58,4,383
16,59,59,6,389
16,59,60,8,397
16,59,61,4,401
16,59,62,8,409
16,59,63,10,419
16,59,64,2,421
16,59,65,10,431
16,59,66,2,433
16,59,67,6,439
16,59,68,4,443
16,59,69,6,449
16,59,70,8,457
16,59,71,4,461
16,59,72,2,463
16,59,73,4,467
16,59,74,12,479
16,59,75,8,487
16,59,76,4,491
16,59,77,8,499
16,59,78,4,503
16,59,79,6,509
16,59,80,12,521
16,59,81,2,523
16,59,82,18,541
16,59,83,6,547
16,59,84,10,557
16,59,85,6,563
16,59,86,6,569
16,59,87,2,571
16,59,88,6,577
16,59,89,10,587
16,59,90,6,593
16,59,91,6,599
16,59,92,2,601
16,59,93,6,607
16,59,94,6,613
16,59,95,4,617
16,59,96,2,619
16,59,97,12,631
16,59,98,10,641
16,59,99,2,643
17,61,0,6,67
17,61,1,4,71
17,61,2,2,73
17,61,3,6,79
17,61,4,4,83
17,61,5,6,89
17,61,6,8,97
17,61,7,4,101
17,61,8,2,103
17,61,9,4,107
17,61,10,2,109
17,61,11,4,113
17,61,12,14,127
17,61,13,4,131
17,61,14,6,137
17,61,15,2,139
17,61,16,10,149
17,61,17,2,151
17,61,18,6,157
17,61,19,6,163
17,61,20,4,167
17,61,21,6,173
17,61,22,6,179
17,61,23,2,181
17,61,24,10,191
17,61,25,2,193
17,61,26,4,197
17,61,27,2,199
17,61,28,12,211
17,61,29,12,223
17,61,30,4,227
17,61,31,2,229
17,61,32,4,233
17,61,33,6,239
17,61,34,2,241
17,61,35,10,251
17,61,36,6,257
17,61,37,6,263
17,61,38,6,269
17,61,39,2,271
17,61,40,6,277
17,61,41,4,281
17,61,42,2,283
17,61,43,10,293
17,61,44,14,307
17,61,45,4,311
17,61,46,2,313
17,61,47,4,317
17,61,48,14,331
17,61,49,6,337
17,61,50,10,347
17,61,51,2,349
17,61,52,4,353
17,61,53,6,359
17,61,54,8,367
17,61,55,6,373
17,61,56,6,379
17,61,57,4,383
17,61,58,6,389
17,61,59,8,397
17,61,60,4,401
17,61,61,8,409
17,61,62,10,419
17,61,63,2,421
17,61,64,10,431
17,61,65,2,433
17,61,66,6,439
17,61,67,4,443
17,61,68,6,449
17,61,69,8,457
17,61,70,4,461
17,61,71,2,463
17,61,72,4,467
17,61,73,12,479
17,61,74,8,487
17,61,75,4,491
17,61,76,8,499
17,61,77,4,503
17,61,78,6,509
17,61,79,12,521
17,61,80,2,523
17,61,81,18,541
17,61,82,6,547
17,61,83,10,557
17,61,84,6,563
17,61,85,6,569
17,61,86,2,571
17,61,87,6,577
17,61,88,10,587
17,61,89,6,593
17,61,90,6,599
17,61,91,2,601
17,61,92,6,607
17,61,93,6,613
17,61,94,4,617
17,61,95,2,619
17,61,96,12,631
17,61,97,10,641
17,61,98,2,643
17,61,99,4,647
18,67,0,4,71
18,67,1,2,73
18,67,2,6,79
18,67,3,4,83
18,67,4,6,89
18,67,5,8,97
18,67,6,4,101
18,67,7,2,103
18,67,8,4,107
18,67,9,2,109
18,67,10,4,113
18,67,11,14,127
18,67,12,4,131
18,67,13,6,137
18,67,14,2,139
18,67,15,10,149
18,67,16,2,151
18,67,17,6,157
18,67,18,6,163
18,67,19,4,167
18,67,20,6,173
18,67,21,6,179
18,67,22,2,181
18,67,23,10,191
18,67,24,2,193
18,67,25,4,197
18,67,26,2,199
18,67,27,12,211
18,67,28,12,223
18,67,29,4,227
18,67,30,2,229
18,67,31,4,233
18,67,32,6,239
18,67,33,2,241
18,67,34,10,251
18,67,35,6,257
18,67,36,6,263
18,67,37,6,269
18,67,38,2,271
18,67,39,6,277
18,67,40,4,281
18,67,41,2,283
18,67,42,10,293
18,67,43,14,307
18,67,44,4,311
18,67,45,2,313
18,67,46,4,317
18,67,47,14,331
18,67,48,6,337
18,67,49,10,347
18,67,50,2,349
18,67,51,4,353
18,67,52,6,359
18,67,53,8,367
18,67,54,6,373
18,67,55,6,379
18,67,56,4,383
18,67,57,6,389
18,67,58,8,397
18,67,59,4,401
18,67,60,8,409
18,67,61,10,419
18,67,62,2,421
18,67,63,10,431
18,67,64,2,433
18,67,65,6,439
18,67,66,4,443
18,67,67,6,449
18,67,68,8,457
18,67,69,4,461
18,67,70,2,463
18,67,71,4,467
18,67,72,12,479
18,67,73,8,487
18,67,74,4,491
18,67,75,8,499
18,67,76,4,503
18,67,77,6,509
18,67,78,12,521
18,67,79,2,523
18,67,80,18,541
18,67,81,6,547
18,67,82,10,557
18,67,83,6,563
18,67,84,6,569
18,67,85,2,571
18,67,86,6,577
18,67,87,10,587
18,67,88,6,593
18,67,89,6,599
18,67,90,2,601
18,67,91,6,607
18,67,92,6,613
18,67,93,4,617
18,67,94,2,619
18,67,95,12,631
18,67,96,10,641
18,67,97,2,643
18,67,98,4,647
18,67,99,6,653
19,71,0,2,73
19,71,1,6,79
19,71,2,4,83
19,71,3,6,89
19,71,4,8,97
19,71,5,4,101
19,71,6,2,103
19,71,7,4,107
19,71,8,2,109
19,71,9,4,113
19,71,10,14,127
19,71,11,4,131
19,71,12,6,137
19,71,13,2,139
19,71,14,10,149
19,71,15,2,151
19,71,16,6,157
19,71,17,6,163
19,71,18,4,167
19,71,19,6,173
19,71,20,6,179
19,71,21,2,181
19,71,22,10,191
19,71,23,2,193
19,71,24,4,197
19,71,25,2,199
19,71,26,12,211
19,71,27,12,223
19,71,28,4,227
19,71,29,2,229
19,71,30,4,233
19,71,31,6,239
19,71,32,2,241
19,71,33,10,251
19,71,34,6,257
19,71,35,6,263
19,71,36,6,269
19,71,37,2,271
19,71,38,6,277
19,71,39,4,281
19,71,40,2,283
19,71,41,10,293
19,71,42,14,307
19,71,43,4,311
19,71,44,2,313
19,71,45,4,317
19,71,46,14,331
19,71,47,6,337
19,71,48,10,347
19,71,49,2,349
19,71,50,4,353
19,71,51,6,359
19,71,52,8,367
19,71,53,6,373
19,71,54,6,379
19,71,55,4,383
19,71,56,6,389
19,71,57,8,397
19,71,58,4,401
19,71,59,8,409
19,71,60,10,419
19,71,61,2,421
19,71,62,10,431
19,71,63,2,433
19,71,64,6,439
19,71,65,4,443
19,71,66,6,449
19,71,67,8,457
19,71,68,4,461
19,71,69,2,463
19,71,70,4,467
19,71,71,12,479
19,71,72,8,487
19,71,73,4,491
19,71,74,8,499
19,71,75,4,503
19,71,76,6,509
19,71,77,12,521
19,71,78,2,523
19,71,79,18,541
19,71,80,6,547
19,71,81,10,557
19,71,82,6,563
19,71,83,6,569
19,71,84,2,571
19,71,85,6,577
19,71,86,10,587
19,71,87,6,593
19,71,88,6,599
19,71,89,2,601
19,71,90,6,607
19,71,91,6,613
19,71,92,4,617
19,71,93,2,619
19,71,94,12,631
19,71,95,10,641
19,71,96,2,643
19,71,97,4,647
19,71,98,6,653
19,71,99,6,659
20,73,0,6,79
20,73,1,4,83
20,73,2,6,89
20,73,3,8,97
20,73,4,4,101
20,73,5,2,103
20,73,6,4,107
20,73,7,2,109
20,73,8,4,113
20,73,9,14,127
20,73,10,4,131
20,73,11,6,137
20,73,12,2,139
20,73,13,10,149
20,73,14,2,151
20,73,15,6,157
20,73,16,6,163
20,73,17,4,167
20,73,18,6,173
20,73,19,6,179
20,73,20,2,181
20,73,21,10,191
20,73,22,2,193
20,73,23,4,197
20,73,24,2,199
20,73,25,12,211
20,73,26,12,223
20,73,27,4,227
20,73,28,2,229
20,73,29,4,233
20,73,30,6,239
20,73,31,2,241
20,73,32,10,251
20,73,33,6,257
20,73,34,6,263
20,73,35,6,269
20,73,36,2,271
20,73,37,6,277
20,73,38,4,281
20,73,39,2,283
20,73,40,10,293
20,73,41,14,307
20,73,42,4,311
20,73,43,2,313
20,73,44,4,317
20,73,45,14,331
20,73,46,6,337
20,73,47,10,347
20,73,48,2,349
20,73,49,4,353
20,73,50,6,359
20,73,51,8,367
20,73,52,6,373
20,73,53,6,379
20,73,54,4,383
20,73,55,6,389
20,73,56,8,397
20,73,57,4,401
20,73,58,8,409
20,73,59,10,419
20,73,60,2,421
20,73,61,10,431
20,73,62,2,433
20,73,63,6,439
20,73,64,4,443
20,73,65,6,449
20,73,66,8,457
20,73,67,4,461
20,73,68,2,463
20,73,69,4,467
20,73,70,12,479
20,73,71,8,487
20,73,72,4,491
20,73,73,8,499
20,73,74,4,503
20,73,75,6,509
20,73,76,12,521
20,73,77,2,523
20,73,78,18,541
20,73,79,6,547
20,73,80,10,557
20,73,81,6,563
20,73,82,6,569
20,73,83,2,571
20,73,84,6,577
20,73,85,10,587
20,73,86,6,593
20,73,87,6,599
20,73,88,2,601
20,73,89,6,607
20,73,90,6,613
20,73,91,4,617
20,73,92,2,619
20,73,93,12,631
20,73,94,10,641
20,73,95,2,643
20,73,96,4,647
20,73,97,6,653
20,73,98,6,659
20,73,99,2,661
21,79,0,4,83
21,79,1,6,89
21,79,2,8,97
21,79,3,4,101
21,79,4,2,103
21,79,5,4,107
21,79,6,2,109
21,79,7,4,113
21,79,8,14,127
21,79,9,4,131
21,79,10,6,137
21,79,11,2,139
21,79,12,10,149
21,79,13,2,151
21,79,14,6,157
21,79,15,6,163
21,79,16,4,167
21,79,17,6,173
21,79,18,6,179
21,79,19,2,181
21,79,20,10,191
21,79,21,2,193
21,79,22,4,197
21,79,23,2,199
21,79,24,12,211
21,79,25,12,223
21,79,26,4,227
21,79,27,2,229
21,79,28,4,233
21,79,29,6,239
21,79,30,2,241
21,79,31,10,251
21,79,32,6,257
21,79,33,6,263
21,79,34,6,269
21,79,35,2,271
21,79,36,6,277
21,79,37,4,281
21,79,38,2,283
21,79,39,10,293
21,79,40,14,307
21,79,41,4,311
21,79,42,2,313
21,79,43,4,317
21,79,44,14,331
21,79,45,6,337
21,79,46,10,347
21,79,47,2,349
21,79,48,4,353
21,79,49,6,359
21,79,50,8,367
21,79,51,6,373
21,79,52,6,379
21,79,53,4,383
21,79,54,6,389
21,79,55,8,397
21,79,56,4,401
21,79,57,8,409
21,79,58,10,419
21,79,59,2,421
21,79,60,10,431
21,79,61,2,433
21,79,62,6,439
21,79,63,4,443
21,79,64,6,449
21,79,65,8,457
21,79,66,4,461
21,79,67,2,463
21,79,68,4,467
21,79,69,12,479
21,79,70,8,487
21,79,71,4,491
21,79,72,8,499
21,79,73,4,503
21,79,74,6,509
21,79,75,12,521
21,79,76,2,523
21,79,77,18,541
21,79,78,6,547
21,79,79,10,557
21,79,80,6,563
21,79,81,6,569
21,79,82,2,571
21,79,83,6,577
21,79,84,10,587
21,79,85,6,593
21,79,86,6,599
21,79,87,2,601
21,79,88,6,607
21,79,89,6,613
21,79,90,4,617
21,79,91,2,619
21,79,92,12,631
21,79,93,10,641
21,79,94,2,643
21,79,95,4,647
21,79,96,6,653
21,79,97,6,659
21,79,98,2,661
21,79,99,12,673
22,83,0,6,89
22,83,1,8,97
22,83,2,4,101
22,83,3,2,103
22,83,4,4,107
22,83,5,2,109
22,83,6,4,113
22,83,7,14,127
22,83,8,4,131
22,83,9,6,137
22,83,10,2,139
22,83,11,10,149
22,83,12,2,151
22,83,13,6,157
22,83,14,6,163
22,83,15,4,167
22,83,16,6,173
22,83,17,6,179
22,83,18,2,181
22,83,19,10,191
22,83,20,2,193
22,83,21,4,197
22,83,22,2,199
22,83,23,12,211
22,83,24,12,223
22,83,25,4,227
22,83,26,2,229
22,83,27,4,233
22,83,28,6,239
22,83,29,2,241
22,83,30,10,251
22,83,31,6,257
22,83,32,6,263
22,83,33,6,269
22,83,34,2,271
22,83,35,6,277
22,83,36,4,281
22,83,37,2,283
22,83,38,10,293
22,83,39,14,307
22,83,40,4,311
22,83,41,2,313
22,83,42,4,317
22,83,43,14,331
22,83,44,6,337
22,83,45,10,347
22,83,46,2,349
22,83,47,4,353
22,83,48,6,359
22,83,49,8,367
22,83,50,6,373
22,83,51,6,379
22,83,52,4,383
22,83,53,6,389
22,83,54,8,397
22,83,55,4,401
22,83,56,8,409
22,83,57,10,419
22,83,58,2,421
22,83,59,10,431
22,83,60,2,433
22,83,61,6,439
22,83,62,4,443
22,83,63,6,449
22,83,64,8,457
22,83,65,4,461
22,83,66,2,463
22,83,67,4,467
22,83,68,12,479
22,83,69,8,487
22,83,70,4,491
22,83,71,8,499
22,83,72,4,503
22,83,73,6,509
22,83,74,12,521
22,83,75,2,523
22,83,76,18,541
22,83,77,6,547
22,83,78,10,557
22,83,79,6,563
22,83,80,6,569
22,83,81,2,571
22,83,82,6,577
22,83,83,10,587
22,83,84,6,593
22,83,85,6,599
22,83,86,2,601
22,83,87,6,607
22,83,88,6,613
22,83,89,4,617
22,83,90,2,619
22,83,91,12,631
22,83,92,10,641
22,83,93,2,643
22,83,94,4,647
22,83,95,6,653
22,83,96,6,659
22,83,97,2,661
22,83,98,12,673
22,83,99,4,677
23,89,0,8,97
23,89,1,4,101
23,89,2,2,103
23,89,3,4,107
23,89,4,2,109
23,89,5,4,113
23,89,6,14,127
23,89,7,4,131
23,89,8,6,137
23,89,9,2,139
23,89,10,10,149
23,89,11,2,151
23,89,12,6,157
23,89,13,6,163
23,89,14,4,167
23,89,15,6,173
23,89,16,6,179
23,89,17,2,181
23,89,18,10,191
23,89,19,2,193
23,89,20,4,197
23,89,21,2,199
23,89,22,12,211
23,89,23,12,223
23,89,24,4,227
23,89,25,2,229
23,89,26,4,233
23,89,27,6,239
23,89,28,2,241
23,89,29,10,251
23,89,30,6,257
23,89,31,6,263
23,89,32,6,269
23,89,33,2,271
23,89,34,6,277
23,89,35,4,281
23,89,36,2,283
23,89,37,10,293
23,89,38,14,307
23,89,39,4,311
23,89,40,2,313
23,89,41,4,317
23,89,42,14,331
23,89,43,6,337
23,89,44,10,347
23,89,45,2,349
23,89,46,4,353
23,89,47,6,359
23,89,48,8,367
23,89,49,6,373
23,89,50,6,379
23,89,51,4,383
23,89,52,6,389
23,89,53,8,397
23,89,54,4,401
23,89,55,8,409
23,89,56,10,419
23,89,57,2,421
23,89,58,10,431
23,89,59,2,433
23,89,60,6,439
23,89,61,4,443
23,89,62,6,449
23,89,63,8,457
23,89,64,4,461
23,89,65,2,463
23,89,66,4,467
23,89,67,12,479
23,89,68,8,487
23,89,69,4,491
23,89,70,8,499
23,89,71,4,503
23,89,72,6,509
23,89,73,12,521
23,89,74,2,523
23,89,75,18,541
23,89,76,6,547
23,89,77,10,557
23,89,78,6,563
23,89,79,6,569
23,89,80,2,571
23,89,81,6,577
23,89,82,10,587
23,89,83,6,593
23,89,84,6,599
23,89,85,2,601
23,89,86,6,607
23,89,87,6,613
23,89,88,4,617
23,89,89,2,619
23,89,90,12,631
23,89,91,10,641
23,89,92,2,643
23,89,93,4,647
23,89,94,6,653
23,89,95,6,659
23,89,96,2,661
23,89,97,12,673
23,89,98,4,677
23,89,99,6,683
24,97,0,4,101
24,97,1,2,103
24,97,2,4,107
24,97,3,2,109
24,97,4,4,113
24,97,5,14,127
24,97,6,4,131
24,97,7,6,137
24,97,8,2,139
24,97,9,10,149
24,97,10,2,151
24,97,11,6,157
24,97,12,6,163
24,97,13,4,167
24,97,14,6,173
24,97,15,6,179
24,97,16,2,181
24,97,17,10,191
24,97,18,2,193
24,97,19,4,197
24,97,20,2,199
24,97,21,12,211
24,97,22,12,223
24,97,23,4,227
24,97,24,2,229
24,97,25,4,233
24,97,26,6,239
24,97,27,2,241
24,97,28,10,251
24,97,29,6,257
24,97,30,6,263
24,97,31,6,269
24,97,32,2,271
24,97,33,6,277
24,97,34,4,281
24,97,35,2,283
24,97,36,10,293
24,97,37,14,307
24,97,38,4,311
24,97,39,2,313
24,97,40,4,317
24,97,41,14,331
24,97,42,6,337
24,97,43,10,347
24,97,44,2,349
24,97,45,4,353
24,97,46,6,359
24,97,47,8,367
24,97,48,6,373
24,97,49,6,379
24,97,50,4,383
24,97,51,6,389
24,97,52,8,397
24,97,53,4,401
24,97,54,8,409
24,97,55,10,419
24,97,56,2,421
24,97,57,10,431
24,97,58,2,433
24,97,59,6,439
24,97,60,4,443
24,97,61,6,449
24,97,62,8,457
24,97,63,4,461
24,97,64,2,463
24,97,65,4,467
24,97,66,12,479
24,97,67,8,487
24,97,68,4,491
24,97,69,8,499
24,97,70,4,503
24,97,71,6,509
24,97,72,12,521
24,97,73,2,523
24,97,74,18,541
24,97,75,6,547
24,97,76,10,557
24,97,77,6,563
24,97,78,6,569
24,97,79,2,571
24,97,80,6,577
24,97,81,10,587
24,97,82,6,593
24,97,83,6,599
24,97,84,2,601
24,97,85,6,607
24,97,86,6,613
24,97,87,4,617
24,97,88,2,619
24,97,89,12,631
24,97,90,10,641
24,97,91,2,643
24,97,92,4,647
24,97,93,6,653
24,97,94,6,659
24,97,95,2,661
24,97,96,12,673
24,97,97,4,677
24,97,98,6,683
24,97,99,8,691
25,101,0,2,103
25,101,1,4,107
25,101,2,2,109
25,101,3,4,113
25,101,4,14,127
25,101,5,4,131
25,101,6,6,137
25,101,7,2,139
25,101,8,10,149
25,101,9,2,151
25,101,10,6,157
25,101,11,6,163
25,101,12,4,167
25,101,13,6,173
25,101,14,6,179
25,101,15,2,181
25,101,16,10,191
25,101,17,2,193
25,101,18,4,197
25,101,19,2,199
25,101,20,12,211
25,101,21,12,223
25,101,22,4,227
25,101,23,2,229
25,101,24,4,233
25,101,25,6,239
25,101,26,2,241
25,101,27,10,251
25,101,28,6,257
25,101,29,6,263
25,101,30,6,269
25,101,31,2,271
25,101,32,6,277
25,101,33,4,281
25,101,34,2,283
25,101,35,10,293
25,101,36,14,307
25,101,37,4,311
25,101,38,2,313
25,101,39,4,317
25,101,40,14,331
25,101,41,6,337
25,101,42,10,347
25,101,43,2,349
25,101,44,4,353
25,101,45,6,359
25,101,46,8,367
25,101,47,6,373
25,101,48,6,379
25,101,49,4,383
25,101,50,6,389
25,101,51,8,397
25,101,52,4,401
25,101,53,8,409
25,101,54,10,419
25,101,55,2,421
25,101,56,10,431
25,101,57,2,433
25,101,58,6,439
25,101,59,4,443
25,101,60,6,449
25,101,61,8,457
25,101,62,4,461
25,101,63,2,463
25,101,64,4,467
25,101,65,12,479
25,101,66,8,487
25,101,67,4,491
25,101,68,8,499
25,101,69,4,503
25,101,70,6,509
25,101,71,12,521
25,101,72,2,523
25,101,73,18,541
25,101,74,6,547
25,101,75,10,557
25,101,76,6,563
25,101,77,6,569
25,101,78,2,571
25,101,79,6,577
25,101,80,10,587
25,101,81,6,593
25,101,82,6,599
25,101,83,2,601
25,101,84,6,607
25,101,85,6,613
25,101,86,4,617
25,101,87,2,619
25,101,88,12,631
25,101,89,10,641
25,101,90,2,643
25,101,91,4,647
25,101,92,6,653
25,101,93,6,659
25,101,94,2,661
25,101,95,12,673
25,101,96,4,677
25,101,97,6,683
25,101,98,8,691
25,101,99,10,701
26,103,0,4,107
26,103,1,2,109
26,103,2,4,113
26,103,3,14,127
26,103,4,4,131
26,103,5,6,137
26,103,6,2,139
26,103,7,10,149
26,103,8,2,151
26,103,9,6,157
26,103,10,6,163
26,103,11,4,167
26,103,12,6,173
26,103,13,6,179
26,103,14,2,181
26,103,15,10,191
26,103,16,2,193
26,103,17,4,197
26,103,18,2,199
26,103,19,12,211
26,103,20,12,223
26,103,21,4,227
26,103,22,2,229
26,103,23,4,233
26,103,24,6,239
26,103,25,2,241
26,103,26,10,251
26,103,27,6,257
26,103,28,6,263
26,103,29,6,269
26,103,30,2,271
26,103,31,6,277
26,103,32,4,281
26,103,33,2,283
26,103,34,10,293
26,103,35,14,307
26,103,36,4,311
26,103,37,2,313
26,103,38,4,317
26,103,39,14,331
26,103,40,6,337
26,103,41,10,347
26,103,42,2,349
26,103,43,4,353
26,103,44,6,359
26,103,45,8,367
26,103,46,6,373
26,103,47,6,379
26,103,48,4,383
26,103,49,6,389
26,103,50,8,397
26,103,51,4,401
26,103,52,8,409
26,103,53,10,419
26,103,54,2,421
26,103,55,10,431
26,103,56,2,433
26,103,57,6,439
26,103,58,4,443
26,103,59,6,449
26,103,60,8,457
26,103,61,4,461
26,103,62,2,463
26,103,63,4,467
26,103,64,12,479
26,103,65,8,487
26,103,66,4,491
26,103,67,8,499
26,103,68,4,503
26,103,69,6,509
26,103,70,12,521
26,103,71,2,523
26,103,72,18,541
26,103,73,6,547
26,103,74,10,557
26,103,75,6,563
26,103,76,6,569
26,103,77,2,571
26,103,78,6,577
26,103,79,10,587
26,103,80,6,593
26,103,81,6,599
26,103,82,2,601
26,103,83,6,607
26,103,84,6,613
26,103,85,4,617
26,103,86,2,619
26,103,87,12,631
26,103,88,10,641
26,103,89,2,643
26,103,90,4,647
26,103,91,6,653
26,103,92,6,659
26,103,93,2,661
26,103,94,12,673
26,103,95,4,677
26,103,96,6,683
26,103,97,8,691
26,103,98,10,701
26,103,99,8,709
27,107,0,2,109
27,107,1,4,113
27,107,2,14,127
27,107,3,4,131
27,107,4,6,137
27,107,5,2,139
27,107,6,10,149
27,107,7,2,151
27,107,8,6,157
27,107,9,6,163
27,107,10,4,167
27,107,11,6,173
27,107,12,6,179
27,107,13,2,181
27,107,14,10,191
27,107,15,2,193
27,107,16,4,197
27,107,17,2,199
27,107,18,12,211
27,107,19,12,223
27,107,20,4,227
27,107,21,2,229
27,107,22,4,233
27,107,23,6,239
27,107,24,2,241
27,107,25,10,251
27,107,26,6,257
27,107,27,6,263
27,107,28,6,269
27,107,29,2,271
27,107,30,6,277
27,107,31,4,281
27,107,32,2,283
27,107,33,10,293
27,107,34,14,307
27,107,35,4,311
27,107,36,2,313
27,107,37,4,317
27,107,38,14,331
27,107,39,6,337
27,107,40,10,347
27,107,41,2,349
27,107,42,4,353
27,107,43,6,359
27,107,44,8,367
27,107,45,6,373
27,107,46,6,379
27,107,47,4,383
27,107,48,6,389
27,107,49,8,397
27,107,50,4,401
27,107,51,8,409
27,107,52,10,419
27,107,53,2,421
27,107,54,10,431
27,107,55,2,433
27,107,56,6,439
27,107,57,4,443
27,107,58,6,449
27,107,59,8,457
27,107,60,4,461
27,107,61,2,463
27,107,62,4,467
27,107,63,12,479
27,107,64,8,487
27,107,65,4,491
27,107,66,8,499
27,107,67,4,503
27,107,68,6,509
27,107,69,12,521
27,107,70,2,523
27,107,71,18,541
27,107,72,6,547
27,107,73,10,557
27,107,74,6,563
27,107,75,6,569
27,107,76,2,571
27,107,77,6,577
27,107,78,10,587
27,107,79,6,593
27,107,80,6,599
27,107,81,2,601
27,107,82,6,607
27,107,83,6,613
27,107,84,4,617
27,107,85,2,619
27,107,86,12,631
27,107,87,10,641
27,107,88,2,643
27,107,89,4,647
27,107,90,6,653
27,107,91,6,659
27,107,92,2,661
27,107,93,12,673
27,107,94,4,677
27,107,95,6,683
27,107,96,8,691
27,107,97,10,701
27,107,98,8,709
27,107,99,10,719
28,109,0,4,113
28,109,1,14,127
28,109,2,4,131
28,109,3,6,137
28,109,4,2,139
28,109,5,10,149
28,109,6,2,151
28,109,7,6,157
28,109,8,6,163
28,109,9,4,167
28,109,10,6,173
28,109,11,6,179
28,109,12,2,181
28,109,13,10,191
28,109,14,2,193
28,109,15,4,197
28,109,16,2,199
28,109,17,12,211
28,109,18,12,223
28,109,19,4,227
28,109,20,2,229
28,109,21,4,233
28,109,22,6,239
28,109,23,2,241
28,109,24,10,251
28,109,25,6,257
28,109,26,6,263
28,109,27,6,269
28,109,28,2,271
28,109,29,6,277
28,109,30,4,281
28,109,31,2,283
28,109,32,10,293
28,109,33,14,307
28,109,34,4,311
28,109,35,2,313
28,109,36,4,317
28,109,37,14,331
28,109,38,6,337
28,109,39,10,347
28,109,40,2,349
28,109,41,4,353
28,109,42,6,359
28,109,43,8,367
28,109,44,6,373
28,109,45,6,379
28,109,46,4,383
28,109,47,6,389
28,109,48,8,397
28,109,49,4,401
28,109,50,8,409
28,109,51,10,419
28,109,52,2,421
28,109,53,10,431
28,109,54,2,433
28,109,55,6,439
28,109,56,4,443
28,109,57,6,449
28,109,58,8,457
28,109,59,4,461
28,109,60,2,463
28,109,61,4,467
28,109,62,12,479
28,109,63,8,487
28,109,64,4,491
28,109,65,8,499
28,109,66,4,503
