gidx,gap,origin,mergeCount
261,10,copy,0
262,2,copy,0
263,4,copy,0
264,2,copy,0
265,4,copy,0
266,6,copy,0
267,2,copy,0
268,6,copy,0
269,4,copy,0
270,2,copy,0
271,4,copy,0
272,6,copy,0
273,6,copy,0
274,2,copy,0
275,6,copy,0
276,6,merge,1
277,6,copy,0
278,4,copy,0
279,6,copy,0
280,8,copy,0
281,4,copy,0
282,2,copy,0
283,4,copy,0
284,2,copy,0
285,4,copy,0
286,8,copy,0
287,6,copy,0
288,4,copy,0
289,8,merge,1
290,4,copy,0
291,6,copy,0
292,2,copy,0
293,6,copy,0
294,6,copy,0
295,4,copy,0
296,2,copy,0
297,4,copy,0
298,6,copy,0
299,8,merge,1
300,4,copy,0
301,2,copy,0
302,4,copy,0
303,2,copy,0
304,10,copy,0
305,2,copy,0
306,10,copy,0
307,2,copy,0
308,4,copy,0
309,2,copy,0
310,4,copy,0
311,6,copy,0
312,2,copy,0
313,10,merge,1
314,2,copy,0
315,4,copy,0
316,6,copy,0
317,8,merge,1
318,6,copy,0
319,4,copy,0
320,2,copy,0
321,6,copy,0
322,4,copy,0
323,6,copy,0
324,8,copy,0
325,4,copy,0
326,6,merge,1
327,2,copy,0
328,4,copy,0
329,8,copy,0
330,6,copy,0
331,4,copy,0
332,6,copy,0
333,2,copy,0
334,4,copy,0
335,6,copy,0
336,2,copy,0
337,6,copy,0
338,6,copy,0
339,4,copy,0
340,6,merge,1
341,6,copy,0
342,2,copy,0
343,6,copy,0
344,6,merge,1
345,4,copy,0
346,2,copy,0
347,10,copy,0
348,2,copy,0
349,10,copy,0
350,2,copy,0
351,4,copy,0
352,2,copy,0
353,4,copy,0
354,6,copy,0
355,2,copy,0
356,6,copy,0
357,4,copy,0
358,2,copy,0
359,10,merge,1
360,6,copy,0
361,2,copy,0
362,6,copy,0
363,4,copy,0
364,2,copy,0
365,6,copy,0
366,4,copy,0
367,6,copy,0
368,8,copy,0
369,4,copy,0
370,2,copy,0
371,4,copy,0
372,2,copy,0
373,12,merge,1
374,6,copy,0
375,4,copy,0
376,6,copy,0
377,2,copy,0
378,4,copy,0
379,6,copy,0
380,2,copy,0
381,12,merge,1
382,4,copy,0
383,2,copy,0
384,4,copy,0
385,8,merge,1
386,6,copy,0
387,4,copy,0
388,2,copy,0
389,4,copy,0
390,2,copy,0
391,10,copy,0
392,2,copy,0
393,10,copy,0
394,6,merge,1
395,2,copy,0
396,4,copy,0
397,6,copy,0
398,2,copy,0
399,6,copy,0
400,4,copy,0
401,2,copy,0
402,4,copy,0
403,6,copy,0
404,6,copy,0
405,2,copy,0
406,6,copy,0
407,4,copy,0
408,2,copy,0
409,10,merge,1
410,6,copy,0
411,8,copy,0
412,6,merge,1
413,4,copy,0
414,2,copy,0
415,4,copy,0
416,8,copy,0
417,6,copy,0
418,4,copy,0
419,6,copy,0
420,2,copy,0
421,4,copy,0
422,6,copy,0
423,2,copy,0
424,6,copy,0
425,6,copy,0
426,6,merge,1
427,4,copy,0
428,6,copy,0
429,2,copy,0
430,6,copy,0
431,4,copy,0
432,2,copy,0
433,4,copy,0
434,2,copy,0
435,10,copy,0
436,12,merge,1
437,2,copy,0
438,4,copy,0
439,2,copy,0
440,10,merge,1
441,2,copy,0
442,6,copy,0
443,4,copy,0
444,2,copy,0
445,4,copy,0
446,6,copy,0
447,6,copy,0
448,2,copy,0
449,10,merge,1
450,2,copy,0
451,6,copy,0
452,4,copy,0
453,14,merge,1
454,4,copy,0
455,2,copy,0
456,4,copy,0
457,2,copy,0
458,4,copy,0
459,8,copy,0
460,6,copy,0
461,4,copy,0
462,6,copy,0
463,2,copy,0
464,4,copy,0
465,6,copy,0
466,2,copy,0
467,6,copy,0
468,6,copy,0
469,4,copy,0
470,2,copy,0
471,4,copy,0
472,6,copy,0
473,2,copy,0
474,6,copy,0
475,4,copy,0
476,2,copy,0
477,4,copy,0
478,12,merge,1
479,2,copy,0
