Q,layer,r,L_initial,L_before,destroyed,L_after,f_real,f_random,w_real,h_real,h_random,D_real,D_random,excess_hazard,c_eff,survival_real,survival_random
503,0,3,126252,126252,84168,42084,0.6666666666666666,0.6666666666666666,1.0,1.0986122886681098,1.0986122886681096,1.0986122886681098,1.0986122886681096,2.220446049250313e-16,1.0105685473181107e-16,0.3333333333333333,0.33333333333333337
503,1,5,126252,42084,16834,25250,0.400009504799924,0.4,1.0000237619998098,0.5108414652246724,0.5108256237659907,1.6094537538927822,1.6094379124341003,1.58414586819422e-05,4.9214258467366755e-06,0.1999968317333587,0.2
503,2,7,126252,25250,7216,18034,0.28578217821782176,0.2857142857142857,1.0002376237623762,0.3365672906436539,0.3364722366212129,1.946021044536436,1.9459101490553132,0.00011089548112286352,2.849450196266777e-05,0.14284130152393626,0.14285714285714288
503,3,11,126252,18034,3280,14754,0.18187867361650217,0.18181818181818182,1.000332704890762,0.20074463261560438,0.20067069546215124,2.1467656771520405,2.1465808445174646,0.00018483263457591548,3.8540597805218935e-05,0.11686151506510788,0.11688311688311687
503,4,13,126252,14754,2268,12486,0.15372102480683206,0.15384615384615385,0.9991866612444084,0.16690621582255813,0.1670540846631662,2.3136718929745985,2.3136349291806306,3.69637939678924e-05,7.205560191736982e-06,0.09889744320882045,0.09890109890109891
503,5,17,126252,12486,1471,11015,0.1178119493833093,0.11764705882352941,1.001401569758129,0.12535003638524592,0.12516314295400605,2.4390219293598445,2.4387980721346367,0.00022385722520779083,3.9505889254231376e-05,0.08724614263536419,0.08726567550096961
503,6,19,126252,11015,1165,9850,0.10576486609169315,0.10526315789473684,1.004766227871085,0.1117865250703089,0.11122563511022437,2.5508084544301535,2.5500237072448613,0.0007847471852922006,0.0001332592033397071,0.07801856604251814,0.07807981492192016
503,7,23,126252,9850,859,8991,0.08720812182741117,0.08695652173913043,1.0028934010152284,0.09124737818136172,0.09097177820572663,2.6420558326115153,2.640995485450588,0.0010603471609273996,0.00016908772396079575,0.0712147134302823,0.07129026579827494
503,8,29,126252,8991,621,8370,0.06906906906906907,0.06896551724137931,1.0015015015015014,0.07157019250125189,0.07145896398214498,2.713626025112767,2.712454449432733,0.0011715756800341204,0.00017396387772066144,0.06629597946963216,0.0663736957432215
503,9,31,126252,8370,534,7836,0.06379928315412187,0.06451612903225806,0.9888888888888889,0.06592538441908964,0.06669137449867216,2.7795514095318565,2.779145823931405,0.0004055856004514524,5.905461731507258e-05,0.062066343503469255,0.06209152182430398
