Q,layer,r,L_initial,L_before,destroyed,L_after,f_real,f_random,w_real,h_real,h_random,D_real,D_random,excess_hazard,c_eff,survival_real,survival_random
101,10,37,5049,308,15,293,0.048701298701298704,0.05405405405405406,0.900974025974026,0.04992717395650715,0.055569851154810765,2.8467728738418487,2.834715675086216,0.012057198755632825,0.0016695476118984256,0.058031293325410974,0.05873522334731457
101,11,41,5049,293,14,279,0.04778156996587031,0.04878048780487805,0.9795221843003413,0.048960827195701724,0.05001042057466142,2.8957337010375506,2.884726095660877,0.011007605376673446,0.0014820777918068506,0.05525846702317291,0.055870090501104114
101,12,43,5049,279,16,263,0.05734767025089606,0.046511627906976744,1.2329749103942653,0.05905774964360106,0.04762804898925459,2.9547914506811517,2.9323541446501316,0.02243730603102012,0.0029827322850226354,0.052089522677757974,0.053271481640587655
101,13,47,5049,263,8,255,0.030418250950570342,0.0425531914893617,0.714828897338403,0.030890487019338445,0.04348511193973878,2.98568193770049,2.9758392565898704,0.009842681110619811,0.0012782212695232962,0.050505050505050504,0.051004610081413715
101,14,53,5049,255,12,243,0.047058823529411764,0.03773584905660377,1.2470588235294118,0.04820210181787775,0.03846628082779605,3.0338840395183677,3.0143055374176666,0.019578502100701112,0.0024656250128450518,0.0481283422459893,0.04907990781419055
101,15,59,5049,243,7,236,0.02880658436213992,0.03389830508474576,0.8497942386831276,0.029229638314938366,0.03448617607116932,3.063113677833306,3.048791713488836,0.014321964344469862,0.0017562026764310215,0.04674192909487027,0.04741618212557391
101,16,61,5049,236,10,226,0.0423728813559322,0.03278688524590164,1.292372881355932,0.04329680575332419,0.033336420267591836,3.10641048358663,3.0821281337564277,0.0242823498302025,0.0029534292017356304,0.04476133887898594,0.04586155320342395
101,17,67,5049,226,10,216,0.04424778761061947,0.029850746268656716,1.4823008849557522,0.04525659158812083,0.030305349495328922,3.151667075174751,3.1124334832517566,0.03923359192299447,0.004665453039546718,0.0427807486631016,0.04449255161526204
101,18,71,5049,216,5,211,0.023148148148148147,0.028169014084507043,0.8217592592592592,0.023420274208098498,0.028573372444056,3.1750873493828498,3.141006855695813,0.03408049368703692,0.003997543173555394,0.04179045355515944,0.04323924030215606
101,19,73,5049,211,2,209,0.009478672985781991,0.0273972602739726,0.3459715639810427,0.009523881511255479,0.027779564107075706,3.184611230894105,3.1687864198028883,0.015824811091216695,0.001844186072410581,0.04139433551198257,0.042054603581549055
101,20,79,5049,209,2,207,0.009569377990430622,0.02531645569620253,0.37799043062200954,0.00961545869944198,0.02564243061333767,3.194226689593547,3.194428850416226,-0.00020216082267898727,-2.313345181186289e-05,0.040998217468805706,0.0409899300731554
101,21,83,5049,207,3,204,0.014492753623188406,0.024096385542168676,0.6014492753623188,0.014598799421152636,0.024391453124159124,3.2088254890147,3.2188203035403853,-0.009994814525685403,-0.0011309317774497864,0.04040404040404041,0.040002220914766115
101,22,89,5049,204,2,202,0.00980392156862745,0.02247191011235955,0.4362745098039216,0.009852296443011594,0.022728251077556175,3.2186777854577113,3.2415485546179417,-0.022870769160230342,-0.0025476299789456056,0.040007922360863535,0.039103294602074734
101,23,97,5049,202,0,202,0.0,0.020618556701030927,0.0,-0.0,0.020834086902842025,3.2186777854577113,3.2623826415207837,-0.043704856063072395,-0.004776788770748796,0.040007922360863535,0.03829704110512474
