log10_Q,log10_lambda_fixed_w1,log10_lambda_fixed_w3,log10_lambda_fixed_w6,log10_lambda_fixed_w10,log10_lambda_constant_share,log10_lambda_frontier_c1
30.321070234113712,56.95422003803202,49.57837917764121,38.514617887054996,23.76293616627337,-1.3094077443946598e+26,-3.687920430195405
30.515050167224082,57.33664078048888,49.9497216725703,38.86934301069243,24.095504794855273,-2.0336924504345124e+26,-3.693459553959289
30.70903010033445,57.719096623058824,50.321169467838686,39.22427873500847,24.428424424568185,-3.158735037286602e+26,-3.698963577610071
30.90301003344482,58.10158712369935,50.69272123731879,39.579422407747956,24.761690634986827,-4.906349120714791e+26,-3.7044329431902807
31.096989966555185,58.48411184866617,51.064375679777754,39.934771426445145,25.095299088668334,-7.621155281848984e+26,-3.709868084444204
31.290969899665555,58.866670372306814,51.436131518258215,40.29032323718532,25.429245529088128,-1.1838592513779617e+27,-3.7152694270242983
31.48494983277592,59.24926227686061,51.80798749947816,40.646075333404475,25.76352577863956,-1.8390605340920163e+27,-3.720637388691228
31.678929765886288,59.63188715226482,52.179942393249306,41.002025254726036,26.098135736695014,-2.856988303013565e+27,-3.7259723795077564
31.872909698996658,60.0145445959666,52.551994991913155,41.358170585832994,26.433071377726115,-4.4385098106915605e+27,-3.73127480202672
32.06688963210702,60.39723421274074,52.92414410979414,41.71450895537424,26.76832874948105,-6.895757692183234e+27,-3.7365450514732994
32.26086956521739,60.779955614512986,53.296388582669394,42.071038034904014,27.10390397121683,-1.0713779241227269e+28,-3.741783515921795
32.45484949832776,61.16270842018842,53.66872726725422,42.42775553785292,27.439793231984517,-1.664635285808984e+28,-3.7469905764671005
32.64882943143813,61.545492255485186,54.04115904070304,42.784659218529825,27.77599278896554,-2.5864912522418387e+28,-3.752166607391072
32.8428093645485,61.92830675277303,54.4136828001251,43.1417468711532,28.112498965857334,-4.019002372512714e+28,-3.7573119763239666
33.03678929765886,62.3111515509166,54.78629746211435,43.49901632891097,28.449308151306468,-6.245118186377745e+28,-3.762427044401126
33.23076923076923,62.69402629512339,55.15900196229323,43.856465463048,28.786416797387695,-9.704608808895004e+28,-3.7675121664150772
33.424749163879596,63.07693063679599,55.531795254869586,44.21409218197998,29.123821418127164,-1.508100224430285e+29,-3.772567690963203
33.618729096989966,63.459864233388785,55.904676312206504,44.57189443043307,29.461518588068493,-2.3436729247636242e+29,-3.777593960591144
33.812709030100336,63.84282674826861,56.27764412440446,44.929870188608255,29.799504940879977,-3.6423213566691486e+29,-3.7825913119320695
34.006688963210706,64.22581785057945,56.6506976988955,45.288017471369585,30.137777168001705,-5.660747865474218e+29,-3.787560075841971
34.20066889632107,64.60883721511104,57.02383606004883,45.64633432745552,30.476332017331103,-8.797990602143419e+29,-3.7925005775311034
34.39464882943144,64.99188452217116,57.39705824878774,46.004818838712595,30.815166291945744,-1.3674364346224137e+30,-3.797413136691713
34.58862876254181,65.37495945746144,57.77036332221711,46.363469119350604,31.154276848861926,-2.125419275590921e+30,-3.802298067622169
34.78260869565217,65.75806171195671,58.14375035326146,46.722283315218576,31.493660597828068,-3.3036630209557537e+30,-3.8071556793476278
34.97658862876254,66.14119098178774,58.517218430313065,47.08125960310104,31.833314500151673,-5.135235643069305e+30,-3.811986275737341
35.17056856187291,66.5243469681271,58.89076665688967,47.44039619003352,32.17323556755865,-7.982489762720538e+30,-3.8167901556187176
35.36454849498328,66.9075293770783,59.26439415130181,47.79969131263705,32.513420861084036,-1.240879399645704e+31,-3.8215676128882525
35.558528428093645,67.29073791956787,59.638100046329036,48.15914323647078,32.85386748999311,-1.929007188083763e+31,-3.8263189366194186
35.752508361204015,67.6739723112404,60.011883488905156,48.51875025540229,33.1945726107318,-2.9988244411900354e+31,-3.8310444111676234
35.946488294314385,68.05723227235644,60.385743639811785,48.8785106909948,33.535533425905484,-4.6620939632170225e+31,-3.835744316272329
36.14046822742475,68.44051752769307,60.759679673380234,49.23842289191097,33.87674718328528,-7.2480912126766355e+31,-3.840418927156421
36.33444816053512,68.82382780644731,61.13369077720147,49.59848523333271,34.21821117484103,-1.1268829018418668e+32,-3.84506851462292
36.52842809364549,69.20716284214186,61.50777615184363,49.958696116396275,34.55992273579981,-1.752049238926955e+32,-3.8496933451491167
36.72240802675586,69.5905223725335,61.881935010577074,50.31905396764243,34.90187924372958,-2.7241189820448584e+32,-3.8542936809782136
36.91638795986622,69.97390613952389,62.256166579106775,50.6795572384811,35.24407811764687,-4.23562941764853e+32,-3.8588697802085568
37.11036789297659,70.35731388907266,62.63047009531161,51.040204404670035,35.58651681714794,-6.5860015823041e+32,-3.8634218968805243
37.30434782608696,70.74074537111277,63.00484480899047,51.40099396580701,35.929192841562404,-1.0240886944885421e+33,-3.8679502810611517
37.49832775919732,71.12420033946809,63.37928998161495,51.76192444483526,36.27210372912901,-1.592447252652782e+33,-3.872455178926564
37.69230769230769,71.50767855177311,63.753804886088545,52.122994387561704,36.61524705619259,-2.4763051568611825e+33,-3.87693683284228
37.88628762541806,71.89117976939467,64.12838880651177,52.484202362187396,36.958620436421576,-3.8508337625450294e+33,-3.881395481441455
38.08026755852843,72.27470375735574,64.5030410379535,52.84554695885012,37.30222152004562,-5.988482225503057e+33,-3.885831359701125
38.274247491638796,72.65825028426107,64.87776088622805,53.207026789178485,37.64604799311242,-9.313009121318749e+33,-3.890244699016517
38.468227424749166,73.04181912222485,65.25254766767789,53.56864048585746,37.99009757676353,-1.4483530802326883e+34,-3.8946357272734797
38.662207357859536,73.42541004679998,65.6274007089618,53.930386702204544,38.334368026528196,-2.2525265031745227e+34,-3.899004668919088
38.8561872909699,73.8090228369093,66.00231934684834,54.29226411175688,38.67885713163493,-3.5032917361192395e+34,-3.903351745030487
39.05016722408027,74.19265727477851,66.37730292801447,54.654271407868414,39.02356271434033,-5.448707864260332e+34,-3.907677173382021
39.24414715719064,74.57631314587059,66.7523508088492,55.01640730331712,39.36848262927435,-8.474643913237627e+34,-3.911981168510693
39.438127090301,74.95999023882199,67.12746235526194,55.37867052992189,39.71361476280181,-1.3181353451842454e+35,-3.9162639417800196
39.63210702341137,75.34368834538043,67.5026369424958,55.741059838168866,40.05895703239962,-2.0502605667708906e+35,-3.9205257014423127
39.82608695652174,75.72740726034404,67.87787395494516,56.10357399684683,40.40450738604907,-3.1891027816420497e+35,-3.9247666526994416
40.02006688963211,76.1111467815021,68.25317278597785,56.46621179269149,40.750263801642994,-4.960646465688249e+35,-3.928986997762123
40.214046822742475,76.49490670957718,68.62853283776164,56.82897203003832,41.09622428640724,-7.716462340071892e+35,-3.933186935907771
40.408026755852845,76.87868684816873,69.0039535210948,57.19185353048391,41.442386876336066,-1.200351142770961e+36,-3.9373666635369626
40.602006688963215,77.26248700369788,69.3794342552408,57.55485513255516,41.78874963564098,-1.8672754528734282e+36,-3.9415263742285447
40.79598662207358,77.64630698535372,69.75497446776686,57.917975691386566,42.13531065621284,-2.904814333275092e+36,-3.9456662587934317
40.98996655518395,78.03014660504077,70.13057359438652,58.28121407840515,42.48206805709665,-4.5189567904960446e+36,-3.9497865053271246
41.18394648829432,78.41400567732764,70.50623107880565,58.644569181022675,42.829019983978704,-7.030200720963498e+36,-3.9538872992609932
41.37792642140469,78.79788401939703,70.88194637257233,59.00803990233528,43.17616460868587,-1.093721868865404e+37,-3.95796882341235
41.57190635451505,79.18178145099674,71.25771893493003,59.37162516082996,43.52350012869653,-1.7015926919510946e+37,-3.962031258033357
41.76588628762542,79.56569779439205,71.63354823267447,59.7353238900981,43.87102476666295,-2.6473647591481868e+37,-3.9660747808587895
41.95986622073579,79.94963287431888,72.00943374001349,60.09913503855539,44.2187367699446,-4.118900713189792e+37,-3.9700995671526984
42.15384615384615,80.33358651793831,72.38537493843033,60.463057569168356,44.566634410152396,-6.4085259191290155e+37,-3.9741057897539913
42.34782608695652,80.71755855479208,72.76137131655014,60.82709045918722,44.91471598270333,-9.971125066222092e+37,-3.9780936191209717
42.54180602006689,81.10154881675894,73.13742237000922,61.191232699884644,45.26297980638521,-1.5514553971795934e+38,-3.9820632233748574
42.735785953177256,81.4855571380122,73.51352760132758,61.55548329630066,45.61142422293142,-2.4140344037937105e+38,-3.9860147683423093
42.929765886287626,81.86958335497825,73.88968651978425,61.91984126699325,45.96004759660525,-3.756267941032999e+38,-3.989948417597
43.123745819397996,82.25362730629575,74.26589864129527,62.284305643794546,46.30884831379358,-5.844919569612506e+38,-3.993864332500241
43.317725752508366,82.63768883277604,74.64216348829463,62.648875471572524,46.65782478260971,-9.09513820091147e+38,-3.997762672240702
43.51170568561873,83.02176777736422,75.01848058961774,63.01354980799802,47.00697543250506,-1.4153008739991886e+39,-4.00164359387324
43.7056856187291,83.40586398510133,75.39484948038759,63.378327723317,47.35629871388953,-2.202403450179162e+39,-4.005507252356867
43.89966555183947,83.78997730308706,75.77126970190331,63.74320830012768,47.70579309776018,-3.427311180634844e+39,-4.009353800591876
44.09364548494983,84.17410758044352,76.14774080153123,64.10819063316278,48.05545707533818,-5.333578315168634e+39,-4.013183389456148
44.2876254180602,84.55825466827974,76.52426233259841,64.47327382907642,48.40528915771375,-8.300270009971051e+39,-4.016996167840665
44.48160535117057,84.9424184196569,76.90083385428842,64.83845700623571,48.75528787549875,-1.291736989573597e+40,-4.020792282684239
44.67558528428094,85.32659868955439,77.27745493153938,65.2037392945169,49.105451778486895,-2.0103155452579685e+40,-4.024571879007499
44.869565217391305,85.71079533483649,77.65412513494422,65.56911983510585,49.45577943532135,-3.1286901406356417e+40,-4.028335099946126
45.063545150501675,86.09500821421996,78.0308440406532,65.93459778030302,49.80626943316948,-4.869327590739751e+40,-4.032082086783387
45.257525083612045,86.47923718824214,78.40761123027823,66.30017229333237,50.15692037740456,-7.578503932449729e+40,-4.035812978981953
45.45150501672241,86.86348211922976,78.78442629079964,66.66584254815447,50.50773089129425,-1.1795217289498986e+41,-4.039527914215056
45.64548494983278,87.2477428712686,79.16128881447466,67.03160772928378,50.858699615695926,-1.8358463137739776e+41,-4.043227028396963
45.83946488294315,87.63201931017348,79.53819839874784,67.39746703160938,51.209825208758105,-2.8574230337558853e+41,-4.046910455712819
46.03344481605351,88.01631130345916,79.91515464616347,67.76341966021991,51.5611063456285,-4.447546914683136e+41,-4.050578328647852
46.22742474916388,88.4006187203118,80.29215716427986,68.12946483023195,51.912541718168086,-6.922679832110949e+41,-4.054230778015968
