gidx,gap,origin,mergeCount
542,2,copy,0
543,6,copy,0
544,4,copy,0
545,14,copy,0
546,4,copy,0
547,8,merge,1
548,4,copy,0
549,8,copy,0
550,6,copy,0
551,4,copy,0
552,8,merge,1
553,4,copy,0
554,6,copy,0
555,8,copy,0
556,6,copy,0
557,6,copy,0
558,10,copy,0
559,2,copy,0
560,6,copy,0
561,4,copy,0
562,6,copy,0
563,2,copy,0
564,10,copy,0
565,2,copy,0
566,10,copy,0
567,2,copy,0
568,4,copy,0
569,2,copy,0
570,4,copy,0
571,8,copy,0
572,6,copy,0
573,4,copy,0
574,2,copy,0
575,4,copy,0
576,6,copy,0
577,6,copy,0
578,8,copy,0
579,4,copy,0
580,8,copy,0
581,4,copy,0
582,6,copy,0
583,12,merge,1
584,2,copy,0
585,4,copy,0
586,2,copy,0
587,12,copy,0
588,6,copy,0
589,10,merge,1
590,6,copy,0
591,6,copy,0
592,2,copy,0
593,6,copy,0
594,6,copy,0
595,4,copy,0
596,2,copy,0
597,4,copy,0
598,6,copy,0
599,2,copy,0
600,6,copy,0
601,6,copy,0
602,4,copy,0
603,12,merge,1
604,2,copy,0
605,10,copy,0
606,2,copy,0
607,6,copy,0
608,10,merge,1
609,2,copy,0
610,6,copy,0
611,4,copy,0
612,2,copy,0
613,4,copy,0
614,6,copy,0
615,14,copy,0
616,4,copy,0
617,2,copy,0
618,6,copy,0
619,10,copy,0
620,8,copy,0
621,4,copy,0
622,2,copy,0
623,4,copy,0
624,2,copy,0
625,4,copy,0
626,8,copy,0
627,10,copy,0
628,8,copy,0
629,4,copy,0
630,8,copy,0
631,6,copy,0
632,10,copy,0
633,2,copy,0
634,4,copy,0
635,6,copy,0
636,2,copy,0
637,6,copy,0
638,4,copy,0
639,6,copy,0
640,2,copy,0
641,10,copy,0
642,2,copy,0
643,10,copy,0
644,2,copy,0
645,6,merge,1
646,4,copy,0
647,6,copy,0
648,8,copy,0
649,4,copy,0
650,2,copy,0
651,4,copy,0
652,6,copy,0
653,6,copy,0
654,2,copy,0
655,6,copy,0
656,6,copy,0
657,6,copy,0
658,10,copy,0
659,8,copy,0
660,4,copy,0
661,2,copy,0
662,4,copy,0
663,6,copy,0
664,8,copy,0
665,6,copy,0
666,4,copy,0
667,8,copy,0
668,4,copy,0
669,6,copy,0
670,2,copy,0
671,6,copy,0
672,6,copy,0
673,4,copy,0
674,2,copy,0
675,4,copy,0
676,6,copy,0
677,12,copy,0
678,2,copy,0
679,4,copy,0
680,2,copy,0
681,10,copy,0
682,2,copy,0
683,12,merge,1
684,4,copy,0
685,2,copy,0
686,4,copy,0
687,8,copy,0
688,10,copy,0
689,2,copy,0
690,4,copy,0
691,6,copy,0
692,8,copy,0
693,6,copy,0
694,4,copy,0
695,2,copy,0
696,10,merge,1
697,6,copy,0
698,8,copy,0
699,4,copy,0
700,8,copy,0
701,12,merge,1
702,6,copy,0
703,4,copy,0
704,6,copy,0
705,2,copy,0
706,4,copy,0
707,6,copy,0
708,2,copy,0
709,6,copy,0
710,6,copy,0
711,4,copy,0
712,6,copy,0
713,6,copy,0
714,8,merge,1
715,6,copy,0
716,4,copy,0
717,2,copy,0
718,10,copy,0
719,12,copy,0
720,2,copy,0
721,4,copy,0
722,2,copy,0
723,4,copy,0
724,6,copy,0
725,2,copy,0
726,6,copy,0
727,4,copy,0
728,2,copy,0
729,16,copy,0
730,2,copy,0
731,6,copy,0
732,4,copy,0
733,12,merge,1
734,6,copy,0
735,8,copy,0
736,4,copy,0
737,2,copy,0
738,6,merge,1
739,12,copy,0
740,6,copy,0
741,10,copy,0
742,2,copy,0
743,4,copy,0
744,6,copy,0
745,2,copy,0
746,12,copy,0
747,4,copy,0
748,2,copy,0
749,4,copy,0
750,8,copy,0
751,6,copy,0
752,4,copy,0
753,2,copy,0
754,4,copy,0
755,2,copy,0
756,12,copy,0
757,10,copy,0
758,6,copy,0
759,2,copy,0
760,4,copy,0
761,6,copy,0
762,2,copy,0
763,6,copy,0
764,4,copy,0
765,2,copy,0
766,4,copy,0
767,6,copy,0
768,6,copy,0
769,2,copy,0
770,10,merge,1
771,2,copy,0
772,10,copy,0
773,6,copy,0
774,8,copy,0
775,10,copy,0
776,2,copy,0
777,4,copy,0
778,8,copy,0
779,6,copy,0
780,4,copy,0
781,6,copy,0
782,2,copy,0
783,4,copy,0
784,6,copy,0
785,2,copy,0
786,6,copy,0
787,6,copy,0
788,10,merge,1
789,6,copy,0
790,8,copy,0
791,4,copy,0
792,2,copy,0
793,4,copy,0
794,2,copy,0
795,10,copy,0
796,12,copy,0
797,2,copy,0
798,4,copy,0
799,2,copy,0
800,10,copy,0
801,2,copy,0
802,6,copy,0
803,4,copy,0
804,2,copy,0
805,4,copy,0
806,6,copy,0
807,6,copy,0
808,12,merge,1
809,2,copy,0
810,6,copy,0
811,4,copy,0
812,14,copy,0
813,6,copy,0
814,4,copy,0
815,2,copy,0
816,4,copy,0
817,8,copy,0
818,10,copy,0
819,6,copy,0
820,2,copy,0
821,4,copy,0
822,6,copy,0
823,2,copy,0
824,6,copy,0
825,10,merge,1
826,2,copy,0
827,4,copy,0
828,8,copy,0
829,6,copy,0
830,4,copy,0
831,2,copy,0
832,16,merge,1
833,2,copy,0
834,12,copy,0
835,4,copy,0
836,2,copy,0
837,4,copy,0
838,6,copy,0
839,2,copy,0
840,6,copy,0
841,4,copy,0
842,2,copy,0
843,10,copy,0
844,6,copy,0
845,2,copy,0
846,6,copy,0
847,4,copy,0
848,8,copy,0
849,4,copy,0
850,14,merge,1
851,4,copy,0
852,2,copy,0
853,4,copy,0
854,2,copy,0
855,4,copy,0
856,14,copy,0
857,4,copy,0
858,6,copy,0
859,2,copy,0
860,10,copy,0
861,14,merge,1
862,4,copy,0
863,2,copy,0
864,4,copy,0
865,6,copy,0
866,2,copy,0
867,12,merge,1
868,4,copy,0
869,2,copy,0
870,12,copy,0
871,10,copy,0
872,2,copy,0
873,4,copy,0
874,6,copy,0
875,6,copy,0
876,2,copy,0
877,6,copy,0
878,4,copy,0
879,6,copy,0
880,6,copy,0
881,6,copy,0
882,2,copy,0
883,6,copy,0
884,6,copy,0
885,6,copy,0
886,10,merge,1
887,12,copy,0
888,2,copy,0
889,4,copy,0
890,6,copy,0
891,8,copy,0
892,6,copy,0
893,10,copy,0
894,2,copy,0
895,4,copy,0
896,14,merge,1
897,6,copy,0
898,4,copy,0
899,2,copy,0
900,4,copy,0
901,6,copy,0
902,2,copy,0
903,6,copy,0
904,4,copy,0
905,2,copy,0
906,6,copy,0
907,10,copy,0
908,2,copy,0
909,10,copy,0
910,2,copy,0
911,6,copy,0
912,4,copy,0
913,6,copy,0
914,8,copy,0
915,4,copy,0
916,6,copy,0
917,12,copy,0
918,2,copy,0
919,6,copy,0
920,4,copy,0
921,2,copy,0
922,6,copy,0
923,4,copy,0
924,6,copy,0
925,12,copy,0
926,2,copy,0
927,4,copy,0
928,2,copy,0
929,4,copy,0
930,14,copy,0
931,4,copy,0
932,6,copy,0
933,2,copy,0
934,4,copy,0
935,6,copy,0
936,2,copy,0
937,6,copy,0
938,10,copy,0
939,2,copy,0
940,12,merge,1
941,6,copy,0
942,4,copy,0
943,2,copy,0
944,4,copy,0
945,12,copy,0
946,2,copy,0
947,10,copy,0
948,2,copy,0
949,4,copy,0
950,6,copy,0
951,6,copy,0
952,2,copy,0
953,12,merge,1
954,4,copy,0
955,6,copy,0
956,6,copy,0
957,2,copy,0
958,12,merge,1
959,6,copy,0
960,4,copy,0
961,6,copy,0
962,8,copy,0
963,4,copy,0
964,2,copy,0
965,6,copy,0
966,4,copy,0
967,8,copy,0
968,6,copy,0
969,4,copy,0
970,6,copy,0
971,6,merge,1
972,6,copy,0
973,8,copy,0
974,6,copy,0
975,4,copy,0
976,2,copy,0
977,10,copy,0
978,2,copy,0
979,6,copy,0
980,4,copy,0
981,2,copy,0
982,6,copy,0
983,10,copy,0
984,2,copy,0
985,10,copy,0
986,6,copy,0
987,2,copy,0
988,4,copy,0
989,14,merge,1
990,4,copy,0
991,2,copy,0
992,4,copy,0
993,6,copy,0
994,6,copy,0
995,2,copy,0
996,6,copy,0
997,4,copy,0
998,8,copy,0
999,4,copy,0
