index,gap,originalSpan
500,16,2
501,2,1
502,22,3
503,2,1
504,4,1
505,2,1
506,28,3
507,2,1
508,22,4
509,2,1
510,16,3
511,2,1
512,10,2
513,2,1
514,76,9
515,2,1
516,28,5
517,2,1
518,10,2
519,2,1
520,28,3
521,2,1
522,4,1
523,2,1
524,22,3
525,2,1
526,16,2
527,2,1
528,10,1
529,2,1
530,34,3
531,2,1
532,40,6
533,2,1
534,16,2
535,2,1
536,10,2
537,2,1
538,10,2
539,2,1
540,34,4
541,2,1
542,10,1
543,2,1
544,28,5
545,2,1
546,10,2
547,2,1
548,34,6
549,2,1
550,28,4
551,2,1
552,10,1
553,2,1
554,16,2
555,2,1
556,28,4
557,2,1
558,22,2
559,2,1
560,16,2
561,2,1
562,40,7
563,2,1
564,76,11
565,2,1
566,16,3
567,2,1
568,22,3
569,2,1
570,16,2
571,2,1
572,16,2
573,2,1
574,40,5
575,2,1
576,40,5
577,2,1
578,4,1
579,2,1
580,28,4
581,2,1
582,28,4
583,2,1
584,28,5
585,2,1
586,10,1
587,2,1
588,10,1
589,2,1
590,16,3
591,2,1
592,70,10
593,2,1
594,34,6
595,2,1
596,28,4
597,2,1
598,10,1
599,2,1
600,10,2
601,2,1
602,4,1
603,2,1
604,22,1
605,2,1
606,46,8
607,2,1
608,46,7
609,2,1
610,40,6
611,2,1
612,28,4
613,2,1
614,28,4
615,2,1
616,10,1
617,2,1
618,16,2
619,2,1
620,40,6
621,2,1
622,28,4
623,2,1
624,4,1
625,2,1
626,28,4
627,2,1
628,28,4
629,2,1
630,10,2
631,2,1
632,46,6
633,2,1
634,10,2
635,2,1
636,10,1
637,2,1
638,16,3
639,2,1
640,40,6
641,2,1
642,4,1
643,2,1
644,88,12
645,2,1
646,10,1
647,2,1
648,28,4
649,2,1
650,10,1
651,2,1
652,28,5
653,2,1
654,34,4
655,2,1
656,28,4
657,2,1
658,40,6
659,2,1
660,16,2
661,2,1
662,10,1
663,2,1
664,10,1
665,2,1
666,4,1
667,2,1
668,10,2
669,2,1
670,70,11
671,2,1
672,4,1
673,2,1
674,58,8
675,2,1
676,28,4
677,2,1
678,10,1
679,2,1
680,16,2
681,2,1
682,10,2
683,2,1
684,10,1
685,2,1
686,64,9
687,2,1
688,40,6
689,2,1
690,28,3
691,2,1
692,10,2
693,2,1
694,4,1
695,2,1
696,22,2
697,2,1
698,4,1
699,2,1
700,22,3
701,2,1
702,16,3
703,2,1
704,40,4
705,2,1
706,34,6
707,2,1
708,10,2
709,2,1
710,28,5
711,2,1
712,10,1
713,2,1
714,16,2
715,2,1
716,16,1
717,2,1
718,22,4
719,2,1
720,28,5
721,2,1
722,28,4
723,2,1
724,34,4
725,2,1
726,10,1
727,2,1
728,16,3
729,2,1
730,10,2
731,2,1
732,10,1
733,2,1
734,4,1
735,2,1
736,22,1
737,2,1
738,46,7
739,2,1
740,10,2
741,2,1
742,28,4
743,2,1
744,34,3
745,2,1
746,10,2
747,2,1
748,16,2
749,2,1
750,10,2
751,2,1
752,10,2
753,2,1
754,34,3
755,2,1
756,22,4
757,2,1
758,16,1
759,2,1
760,10,2
761,2,1
762,34,5
763,2,1
764,28,5
765,2,1
766,28,4
767,2,1
768,22,4
769,2,1
770,4,1
771,2,1
772,10,1
773,2,1
774,10,1
775,2,1
776,46,7
777,2,1
778,10,1
779,2,1
780,64,9
781,2,1
782,28,4
783,2,1
784,22,2
785,2,1
786,4,1
787,2,1
788,22,2
789,2,1
790,4,1
791,2,1
792,22,4
793,2,1
794,16,2
795,2,1
796,46,8
797,2,1
798,58,9
799,2,1
800,10,2
801,2,1
802,10,2
803,2,1
804,16,2
805,2,1
806,10,1
807,2,1
808,28,4
809,2,1
810,64,9
811,2,1
812,28,3
813,2,1
814,28,5
815,2,1
816,40,6
817,2,1
818,10,1
819,2,1
820,16,2
821,2,1
822,28,5
823,2,1
824,40,6
825,2,1
826,4,1
827,2,1
828,40,6
829,2,1
830,16,3
831,2,1
832,40,4
833,2,1
834,10,1
835,2,1
836,16,3
837,2,1
838,40,5
839,2,1
840,34,5
841,2,1
842,40,7
843,2,1
844,28,5
845,2,1
846,28,3
847,2,1
848,16,1
849,2,1
850,10,2
851,2,1
852,28,4
853,2,1
854,10,2
855,2,1
856,28,4
857,2,1
858,4,1
859,2,1
860,28,4
861,2,1
862,10,1
863,2,1
864,40,5
865,2,1
866,4,1
867,2,1
868,10,1
869,2,1
870,16,1
871,2,1
872,10,1
873,2,1
874,10,1
875,2,1
876,106,16
877,2,1
878,28,5
879,2,1
880,16,3
881,2,1
882,22,1
883,2,1
884,4,1
885,2,1
886,10,1
887,2,1
888,40,6
889,2,1
890,34,4
891,2,1
892,40,6
893,2,1
894,28,5
895,2,1
896,28,3
897,2,1
898,16,2
899,2,1
900,10,2
901,2,1
902,10,2
903,2,1
904,28,4
905,2,1
906,28,4
907,2,1
908,4,1
909,2,1
910,40,5
911,2,1
912,16,2
913,2,1
914,10,1
915,2,1
916,10,1
917,2,1
918,28,2
919,2,1
920,4,1
921,2,1
922,40,7
923,2,1
924,10,2
925,2,1
926,28,3
927,2,1
928,34,5
929,2,1
930,10,2
931,2,1
932,16,2
933,2,1
934,10,2
935,2,1
936,28,3
937,2,1
938,10,1
939,2,1
940,28,4
941,2,1
942,16,2
943,2,1
944,10,2
945,2,1
946,28,3
947,2,1
948,34,6
949,2,1
950,28,4
951,2,1
952,10,2
953,2,1
954,10,2
955,2,1
956,4,1
957,2,1
958,22,1
959,2,1
960,16,3
961,2,1
962,28,2
963,2,1
964,10,2
965,2,1
966,28,4
967,2,1
968,34,4
969,2,1
970,28,4
971,2,1
972,22,3
973,2,1
974,4,1
975,2,1
976,22,2
977,2,1
978,28,4
979,2,1
980,16,3
981,2,1
982,46,7
983,2,1
984,40,6
985,2,1
986,40,6
987,2,1
988,4,1
989,2,1
990,10,1
991,2,1
992,10,1
993,2,1
994,28,4
995,2,1
996,64,10
997,2,1
998,28,4
999,2,1
