gidx,gap,origin,mergeCount
139,2,copy,0
140,10,copy,0
141,2,copy,0
142,10,copy,0
143,2,copy,0
144,4,copy,0
145,2,copy,0
146,4,copy,0
147,14,copy,0
148,4,copy,0
149,2,copy,0
150,4,copy,0
151,12,merge,1
152,8,copy,0
153,4,copy,0
154,8,copy,0
155,10,copy,0
156,8,copy,0
157,4,copy,0
158,2,copy,0
159,4,copy,0
160,6,copy,0
161,8,copy,0
162,6,copy,0
163,4,copy,0
164,6,copy,0
165,6,copy,0
166,6,copy,0
167,2,copy,0
168,6,copy,0
169,12,merge,1
170,4,copy,0
171,6,copy,0
172,2,copy,0
173,10,copy,0
174,2,copy,0
175,6,copy,0
176,10,copy,0
177,2,copy,0
178,10,copy,0
179,2,copy,0
180,6,copy,0
181,4,copy,0
182,8,copy,0
183,6,copy,0
184,4,copy,0
185,2,copy,0
186,4,copy,0
187,6,copy,0
188,6,copy,0
189,8,copy,0
190,6,merge,1
191,6,copy,0
192,18,copy,0
193,4,copy,0
194,2,copy,0
195,10,merge,1
196,8,copy,0
197,10,copy,0
198,6,copy,0
199,2,copy,0
200,4,copy,0
201,8,copy,0
202,12,copy,0
203,4,copy,0
204,2,copy,0
205,4,copy,0
206,6,copy,0
207,2,copy,0
208,6,copy,0
209,10,copy,0
210,2,copy,0
211,10,copy,0
212,12,copy,0
213,6,merge,1
214,2,copy,0
215,4,copy,0
216,6,copy,0
217,2,copy,0
218,6,copy,0
219,4,copy,0
220,2,copy,0
221,4,copy,0
222,12,copy,0
223,2,copy,0
224,6,copy,0
225,6,copy,0
226,24,merge,1
227,4,copy,0
228,2,copy,0
229,4,copy,0
230,2,copy,0
231,4,copy,0
232,8,copy,0
233,18,merge,1
234,4,copy,0
235,6,copy,0
236,14,copy,0
237,4,copy,0
238,2,copy,0
239,4,copy,0
240,6,copy,0
241,8,copy,0
242,4,copy,0
243,2,copy,0
244,4,copy,0
245,2,copy,0
246,12,copy,0
247,10,copy,0
248,2,copy,0
249,4,copy,0
250,2,copy,0
251,4,copy,0
252,6,copy,0
253,12,merge,1
254,6,copy,0
255,6,copy,0
256,8,copy,0
257,6,copy,0
258,4,copy,0
259,2,copy,0
260,6,copy,0
261,4,copy,0
262,6,copy,0
263,8,copy,0
264,4,copy,0
265,8,merge,1
266,4,copy,0
267,8,copy,0
268,6,copy,0
269,4,copy,0
270,6,copy,0
271,2,copy,0
272,4,copy,0
273,6,copy,0
274,2,copy,0
275,6,copy,0
276,6,copy,0
277,4,copy,0
278,6,copy,0
279,14,copy,0
280,6,copy,0
281,4,copy,0
282,2,copy,0
283,10,copy,0
284,2,copy,0
285,12,merge,1
286,4,copy,0
287,2,copy,0
288,10,copy,0
289,2,copy,0
290,10,copy,0
291,2,copy,0
292,10,copy,0
293,6,copy,0
294,2,copy,0
295,6,copy,0
296,6,copy,0
297,6,copy,0
298,4,copy,0
299,6,copy,0
300,8,copy,0
301,6,copy,0
302,4,copy,0
303,2,copy,0
304,12,copy,0
305,10,copy,0
306,6,copy,0
307,6,copy,0
308,6,copy,0
309,2,copy,0
310,16,merge,1
311,2,copy,0
312,12,copy,0
313,6,copy,0
314,4,copy,0
315,2,copy,0
316,4,copy,0
317,2,copy,0
318,10,copy,0
319,2,copy,0
320,10,copy,0
321,6,copy,0
322,2,copy,0
323,4,copy,0
324,14,merge,1
325,4,copy,0
326,2,copy,0
327,10,copy,0
328,6,copy,0
329,2,copy,0
330,10,merge,1
331,12,copy,0
332,6,copy,0
333,8,copy,0
334,6,copy,0
335,4,copy,0
336,2,copy,0
337,4,copy,0
338,8,copy,0
339,6,copy,0
340,4,copy,0
341,6,copy,0
342,2,copy,0
343,10,merge,1
344,8,copy,0
345,6,copy,0
346,6,copy,0
347,4,copy,0
348,6,copy,0
349,8,merge,1
350,4,copy,0
351,2,copy,0
352,4,copy,0
353,2,copy,0
354,10,copy,0
355,12,copy,0
356,2,copy,0
357,4,copy,0
358,12,copy,0
359,2,copy,0
360,6,copy,0
361,4,copy,0
362,2,copy,0
363,10,merge,1
364,8,copy,0
365,12,copy,0
366,6,copy,0
367,4,copy,0
368,18,copy,0
369,2,copy,0
370,4,copy,0
371,2,copy,0
372,4,copy,0
373,8,copy,0
374,10,copy,0
375,6,copy,0
376,2,copy,0
377,4,copy,0
378,8,copy,0
379,6,copy,0
380,6,copy,0
381,4,copy,0
382,2,copy,0
383,4,copy,0
384,6,copy,0
385,2,copy,0
386,6,copy,0
387,4,copy,0
388,2,copy,0
389,4,copy,0
390,12,copy,0
391,2,copy,0
392,12,copy,0
393,10,copy,0
394,6,copy,0
395,2,copy,0
396,6,copy,0
397,4,copy,0
398,6,copy,0
399,12,copy,0
400,2,copy,0
401,6,copy,0
402,4,copy,0
403,2,copy,0
404,6,copy,0
405,4,copy,0
406,6,copy,0
407,8,copy,0
408,4,copy,0
409,6,merge,1
410,2,copy,0
411,4,copy,0
412,14,copy,0
413,4,copy,0
414,6,copy,0
415,2,copy,0
416,10,copy,0
417,2,copy,0
418,6,copy,0
419,6,copy,0
420,4,copy,0
421,2,copy,0
422,12,merge,1
423,10,copy,0
424,2,copy,0
425,4,copy,0
426,14,copy,0
427,10,copy,0
428,6,copy,0
429,2,copy,0
430,4,copy,0
431,6,copy,0
432,2,copy,0
433,6,copy,0
434,16,copy,0
435,6,copy,0
436,2,copy,0
437,10,copy,0
438,2,copy,0
439,6,copy,0
440,10,merge,1
441,8,copy,0
442,4,copy,0
443,2,copy,0
444,4,copy,0
445,6,copy,0
446,14,merge,1
447,10,copy,0
448,2,copy,0
449,4,copy,0
450,8,copy,0
451,6,copy,0
452,6,copy,0
453,4,copy,0
454,2,copy,0
455,4,copy,0
456,6,copy,0
457,2,copy,0
458,6,copy,0
459,4,copy,0
460,2,copy,0
461,6,copy,0
462,10,copy,0
463,2,copy,0
464,10,copy,0
465,6,copy,0
466,2,copy,0
467,4,copy,0
468,6,copy,0
469,8,copy,0
470,6,copy,0
471,4,copy,0
472,12,copy,0
473,2,copy,0
474,6,copy,0
475,4,copy,0
476,2,copy,0
477,6,copy,0
478,4,copy,0
479,6,copy,0
480,14,merge,1
481,4,copy,0
482,6,copy,0
483,8,copy,0
484,6,copy,0
485,4,copy,0
486,6,copy,0
487,12,merge,1
488,2,copy,0
489,6,copy,0
490,10,copy,0
491,6,copy,0
492,6,copy,0
493,2,copy,0
494,6,copy,0
495,4,copy,0
496,2,copy,0
497,4,copy,0
498,2,copy,0
499,10,copy,0
500,14,copy,0
501,4,copy,0
502,6,copy,0
503,6,copy,0
504,2,copy,0
505,16,merge,1
506,6,copy,0
507,6,copy,0
508,2,copy,0
509,6,copy,0
510,4,copy,0
511,2,copy,0
512,6,copy,0
513,4,copy,0
514,14,copy,0
515,4,copy,0
516,8,copy,0
517,4,copy,0
518,8,copy,0
519,6,copy,0
520,4,copy,0
521,8,copy,0
522,4,copy,0
523,6,copy,0
524,14,merge,1
525,6,copy,0
526,10,copy,0
527,2,copy,0
528,6,copy,0
529,4,copy,0
530,6,copy,0
531,2,copy,0
532,10,copy,0
533,2,copy,0
534,10,copy,0
535,2,copy,0
536,4,copy,0
537,2,copy,0
538,12,merge,1
539,6,copy,0
540,4,copy,0
541,2,copy,0
542,4,copy,0
543,6,copy,0
544,6,copy,0
545,8,copy,0
546,4,copy,0
547,8,copy,0
548,4,copy,0
549,6,copy,0
550,12,copy,0
551,2,copy,0
552,4,copy,0
553,2,copy,0
554,12,copy,0
555,6,copy,0
556,16,merge,1
557,6,copy,0
558,2,copy,0
559,6,copy,0
560,6,copy,0
561,4,copy,0
562,2,copy,0
563,4,copy,0
564,6,copy,0
565,2,copy,0
566,6,copy,0
567,6,copy,0
568,4,copy,0
569,12,copy,0
570,2,copy,0
571,10,copy,0
572,2,copy,0
573,6,copy,0
574,10,copy,0
575,2,copy,0
576,6,copy,0
577,6,merge,1
578,4,copy,0
579,6,copy,0
580,14,copy,0
581,4,copy,0
582,2,copy,0
583,16,merge,1
584,8,copy,0
585,4,copy,0
586,2,copy,0
587,4,copy,0
588,2,copy,0
589,4,copy,0
590,8,copy,0
591,10,copy,0
592,8,copy,0
593,4,copy,0
594,8,copy,0
595,6,copy,0
596,10,copy,0
597,2,copy,0
598,4,copy,0
599,6,copy,0
600,2,copy,0
601,6,copy,0
602,4,copy,0
603,6,copy,0
604,2,copy,0
605,10,copy,0
606,2,copy,0
607,10,copy,0
608,2,copy,0
609,6,copy,0
610,4,copy,0
611,6,copy,0
612,8,copy,0
613,4,copy,0
614,2,copy,0
615,4,copy,0
616,6,copy,0
617,8,merge,1
618,6,copy,0
619,6,copy,0
620,6,copy,0
621,10,copy,0
622,12,merge,1
623,2,copy,0
624,4,copy,0
625,6,copy,0
626,8,copy,0
627,6,copy,0
628,4,copy,0
629,8,copy,0
630,4,copy,0
631,6,copy,0
632,2,copy,0
633,6,copy,0
634,6,copy,0
635,4,copy,0
636,2,copy,0
637,10,merge,1
638,12,copy,0
639,2,copy,0
640,4,copy,0
641,2,copy,0
642,10,copy,0
643,14,merge,1
644,4,copy,0
645,2,copy,0
646,4,copy,0
647,8,copy,0
648,10,copy,0
649,2,copy,0
650,4,copy,0
651,6,copy,0
652,8,copy,0
653,6,copy,0
654,4,copy,0
655,2,copy,0
656,10,copy,0
657,6,copy,0
658,8,copy,0
659,4,copy,0
660,8,copy,0
661,12,copy,0
662,6,copy,0
663,4,copy,0
664,6,copy,0
665,2,copy,0
666,4,copy,0
667,6,copy,0
668,2,copy,0
669,6,copy,0
670,6,copy,0
671,4,copy,0
672,6,copy,0
673,6,copy,0
674,8,copy,0
675,6,copy,0
676,4,copy,0
677,2,copy,0
678,10,copy,0
679,12,copy,0
680,2,copy,0
681,4,copy,0
682,6,merge,1
683,6,copy,0
684,2,copy,0
685,6,copy,0
686,4,copy,0
687,2,copy,0
688,16,copy,0
689,2,copy,0
690,6,copy,0
691,4,copy,0
692,12,copy,0
693,6,copy,0
694,8,copy,0
695,4,copy,0
696,2,copy,0
697,6,copy,0
698,12,copy,0
699,6,copy,0
700,10,copy,0
701,2,copy,0
702,4,copy,0
703,6,copy,0
704,2,copy,0
705,12,copy,0
706,4,copy,0
707,2,copy,0
708,4,copy,0
709,8,copy,0
710,6,copy,0
711,4,copy,0
712,2,copy,0
713,4,copy,0
714,2,copy,0
715,12,copy,0
716,10,copy,0
717,6,copy,0
718,2,copy,0
719,4,copy,0
720,6,copy,0
721,2,copy,0
722,10,merge,1
723,2,copy,0
724,4,copy,0
725,6,copy,0
726,6,copy,0
727,2,copy,0
728,10,copy,0
729,2,copy,0
730,10,copy,0
731,6,copy,0
732,8,copy,0
733,10,copy,0
734,2,copy,0
735,12,merge,1
736,6,copy,0
737,4,copy,0
738,6,copy,0
739,2,copy,0
740,4,copy,0
741,6,copy,0
742,8,merge,1
743,6,copy,0
744,10,copy,0
745,6,copy,0
746,8,copy,0
747,4,copy,0
748,2,copy,0
749,4,copy,0
750,2,copy,0
751,10,copy,0
752,12,copy,0
753,2,copy,0
754,6,merge,1
755,10,copy,0
756,2,copy,0
757,6,copy,0
758,4,copy,0
759,2,copy,0
760,4,copy,0
761,6,copy,0
762,6,copy,0
763,12,copy,0
764,2,copy,0
765,6,copy,0
766,4,copy,0
767,14,copy,0
768,6,copy,0
769,4,copy,0
770,2,copy,0
771,4,copy,0
772,8,copy,0
773,16,merge,1
774,2,copy,0
775,4,copy,0
776,6,copy,0
777,2,copy,0
778,6,copy,0
779,10,copy,0
780,6,merge,1
781,8,copy,0
782,6,copy,0
783,4,copy,0
784,2,copy,0
785,16,copy,0
786,2,copy,0
787,12,copy,0
788,4,copy,0
789,2,copy,0
790,4,copy,0
791,6,copy,0
792,2,copy,0
793,6,copy,0
794,4,copy,0
795,2,copy,0
796,10,copy,0
797,6,copy,0
798,2,copy,0
799,6,copy,0
800,4,copy,0
801,8,copy,0
802,4,copy,0
803,14,copy,0
804,4,copy,0
805,2,copy,0
806,4,copy,0
807,2,copy,0
808,4,copy,0
809,14,copy,0
810,4,copy,0
811,6,copy,0
812,2,copy,0
813,24,merge,1
814,4,copy,0
815,2,copy,0
816,4,copy,0
817,6,copy,0
818,2,copy,0
819,12,copy,0
820,4,copy,0
821,2,copy,0
822,12,copy,0
823,10,copy,0
824,2,copy,0
825,4,copy,0
826,6,copy,0
827,6,copy,0
828,2,copy,0
829,6,copy,0
830,4,copy,0
831,6,copy,0
832,12,merge,1
833,2,copy,0
834,6,copy,0
835,6,copy,0
836,6,copy,0
837,10,copy,0
838,12,copy,0
839,2,copy,0
840,4,copy,0
841,6,copy,0
842,8,copy,0
843,6,copy,0
844,10,copy,0
845,2,copy,0
846,4,copy,0
847,14,copy,0
848,6,copy,0
849,6,merge,1
850,4,copy,0
851,6,copy,0
852,2,copy,0
853,6,copy,0
854,4,copy,0
855,2,copy,0
856,6,copy,0
857,10,copy,0
858,2,copy,0
859,10,copy,0
860,2,copy,0
861,6,copy,0
862,4,copy,0
863,6,copy,0
864,8,copy,0
865,4,copy,0
866,6,copy,0
867,12,copy,0
868,2,copy,0
869,6,copy,0
870,6,merge,1
871,6,copy,0
872,4,copy,0
873,6,copy,0
874,12,copy,0
875,2,copy,0
876,4,copy,0
877,6,merge,1
878,14,copy,0
879,4,copy,0
880,6,copy,0
881,2,copy,0
882,4,copy,0
883,6,copy,0
884,2,copy,0
885,6,copy,0
886,10,copy,0
887,2,copy,0
888,12,copy,0
889,6,copy,0
890,4,copy,0
891,2,copy,0
892,4,copy,0
893,12,copy,0
894,2,copy,0
895,10,copy,0
896,6,merge,1
897,6,copy,0
898,6,copy,0
899,2,copy,0
900,12,copy,0
901,4,copy,0
902,6,copy,0
903,6,copy,0
904,2,copy,0
905,12,copy,0
906,6,copy,0
907,4,copy,0
908,14,merge,1
909,4,copy,0
910,2,copy,0
911,6,copy,0
912,4,copy,0
913,8,copy,0
914,10,merge,1
915,6,copy,0
916,6,copy,0
917,6,copy,0
918,8,copy,0
919,6,copy,0
920,4,copy,0
921,2,copy,0
922,10,copy,0
923,2,copy,0
924,6,copy,0
925,4,copy,0
926,2,copy,0
927,6,copy,0
928,10,copy,0
929,2,copy,0
930,10,copy,0
931,6,copy,0
932,2,copy,0
933,4,copy,0
934,14,copy,0
935,4,copy,0
936,2,copy,0
937,4,copy,0
938,6,copy,0
939,6,copy,0
940,2,copy,0
941,6,copy,0
942,4,copy,0
943,8,copy,0
944,4,copy,0
945,6,copy,0
946,8,copy,0
947,4,copy,0
948,2,copy,0
949,6,merge,1
950,4,copy,0
951,8,copy,0
952,6,copy,0
953,4,copy,0
954,6,copy,0
955,12,copy,0
956,2,copy,0
957,6,copy,0
958,6,copy,0
959,10,copy,0
960,6,copy,0
961,2,copy,0
962,6,copy,0
963,4,copy,0
964,2,copy,0
965,4,copy,0
966,2,copy,0
967,10,copy,0
968,2,copy,0
969,12,copy,0
970,6,copy,0
971,4,copy,0
972,6,copy,0
973,2,copy,0
974,10,copy,0
975,2,copy,0
976,4,copy,0
977,6,copy,0
978,14,copy,0
979,4,copy,0
980,2,copy,0
981,6,copy,0
982,18,copy,0
983,4,copy,0
984,2,copy,0
985,4,copy,0
986,2,copy,0
987,4,copy,0
988,8,copy,0
989,10,copy,0
990,6,copy,0
991,2,copy,0
992,4,copy,0
993,8,copy,0
994,6,copy,0
995,12,merge,1
996,4,copy,0
997,6,copy,0
998,2,copy,0
999,6,copy,0
